id,smiles,delta_eps,delta_eps_am1,delta_eps_r2scan3c
de_cp_0552,CCCC0CCC(C1CCC(c3ccc(C2CCC(CCC)CC2)cc3)CC1)CC0,-0.3,0.219738999,0.314194573
de_cp_0553,CCCCCC0CCC(c1ccc(C)c(F)c(F)1)CC0,-1.8,-1.879789077,-0.859712095
de_cp_0554,CCCCCC0CCC(c1ccc(OCC)c(F)c(F)1)CC0,-6.2,-4.870476896,-3.525174183
de_cp_0555,CCCCCC2CCC(C0CCC(c1ccc(C)c(F)c(F)1)CC0)CC2,-2.7,-1.324918983,-0.525180254
de_cp_0556,CCCCCC2CCC(C0CCC(c1ccc(OCC)c(F)c(F)1)CC0)CC2,-5.9,-2.448030223,-1.012997005
de_cp_0557,CCCCC(C2CCC(c0ccc(c1ccc(OCC)c(F)c(F)1)cc0)CC2),-5.3,-3.222528691,-2.63279911
de_cp_0558,CCCCC(C2CCC(c0ccc(c1ccc(OCC)c(F)c(C(F)(F)(F))1)cc0)CC2),-7.3,-6.989397954,-3.675039971
de_cp_0559,CCCC0CCC(C1CCC(F)(CCC)CC1)CC0,-2.2,-0.66694256,-0.423449321
de_cp_0560,C=CC0CCC(C1CCC(F)(CCC=C)CC1)CC0,-1.9,-0.538838034,-0.46100601
de_cp_0561,CCCC0CCC(CCC1CCC(F)(CCC)CC1)CC0,-4.6,-0.560356937,-0.463944475
de_cp_0562,CCC0CCC(F)(CCC1CCC(F)(CCC2CCC(F)(CCC)CC2)CC1)CC0,-3.9,-1.080677756,-0.679329291
de_cp_0563,CCCC0CCC(C1CCC(\C=C\S(F)(F)(F)(F)(F))CC1)CC0,10.5,,2.58010258
de_cp_0564,CCCC0CCC(C1CCC(CCC2CCC(\C=C\S(F)(F)(F)(F)(F))CC2)CC1)CC0,10.1,,0.408981508
de_cp_0565,CCCC0CCC(C1CCC(C#CS(F)(F)(F)(F)(F))CC1)CC0,10.4,,122.1915827
de_cp_0566,CCCCCC0CCC(c1ccc(C#CS(F)(F)(F)(F)(F))cc1)CC0,14.5,,1.200620664
de_cp_0567,CCCC0CCC(c1ccc(C#CS(F)(F)(F)(F)(F))cc1)CC0,15.5,,
de_cp_0568,CCCC0CCC(c1ccc(c2cnc(F)nc2)cc1)CC0,17.7,18.8590804,22.68129565
de_cp_0569,CCCC0CCC(c1cc(F)c(c2cnc(F)nc2)cc1)CC0,23,24.39025647,27.36077086
de_cp_0570,CCCC0CCC(c1cc(F)c(c2cnc(F)nc2)c(F)c1)CC0,29,26.70339911,29.33939626
de_cp_0571,CCCCCC0CCC(c1ccc(c2cnc(F)nc2)cc1)CC0,16.9,17.47705418,21.0269623
de_cp_0572,CCCCCC0CCC(c1cc(F)c(c2cnc(F)nc2)cc1)CC0,19.7,19.38797682,23.44584846
de_cp_0573,CCCCCC0CCC(c1cc(F)c(c2cnc(F)nc2)c(F)c1)CC0,28.5,23.85027128,27.75489038
de_cp_0574,CCCCCC0CCC(c1ccc(c2cnc(F)cc2)cc1)CC0,7.9,5.869416252,8.029152294
de_cp_0575,CCCC0CCC(c1ccc(c2cnc(F)cc2)c(F)c1)CC0,11.5,14.09192225,13.41575469
de_cp_0576,CCCC0CCC(c1cc(F)c(c2cnc(F)cc2)c(F)c1)CC0,16.1,16.03082254,15.81355364
de_cp_0577,CCCC0CCC(C1CCC(c2cnc(F)cc2)CC1)CC0,6.9,3.321234568,5.043327446
de_cp_0578,CCCCCC0CCC(C1CCC(c2cnc(F)nc2)CC1)CC0,12.9,7.148226451,11.00791015
de_cp_0579,CCCC0CCC(c1ccc(c2cc(F)c(F)c(F)c2)cc1)CC0,12.6,12.45824545,11.29509733
de_cp_0580,CCCCCC0CCC(c1ccc(c2cc(F)c(F)c(F)c2)cc1)CC0,11.7,10.71204872,10.54094568
de_cp_0581,CCCCCC0CCC(c1ccc(c2cc(F)c(F)c(F)c2)c(F)c1)CC0,14.6,12.56932402,12.10783546
de_cp_0582,CCCCCC0CCC(c1cc(F)c(c2cc(F)c(F)c(F)c2)c(F)c1)CC0,19.2,17.68344181,15.46346292
de_cp_0583,CCCCCC0CCC(c1ccc(c2cc(F)c(F)cc2)cc1)CC0,6.3,5.213225586,5.701969237
de_cp_0584,CCCC0CCC(c1ccc(c2cc(F)c(F)cc2)c(F)c1)CC0,10.5,9.506206015,9.223492049
de_cp_0585,CCCC0CCC(c1cc(F)c(c2cc(F)c(F)cc2)c(F)c1)CC0,14,14.08564973,11.96799372
de_cp_0586,CCCC0CCC(C1CCC(c2cc(F)c(F)cc2)CC1)CC0,6.4,6.083456318,6.041458049
de_cp_0587,CCCC0CCC(C1CCC(c2ccc(C(F)(F)(F))cc2)CC1)CC0,9.5,9.597951681,9.032487181
de_cp_0588,CCCC0CCC(C1CCC(c2ccc(S(F)(F)(F)(F)(F))cc2)CC1)CC0,11.7,,9.073526162
de_cp_0589,CCCC0CCC(c1ccc(c2ccc(C(F)(F)(F))cc2)cc1)CC0,13,12.56719186,11.45542825
de_cp_0590,CCCC0CCC(c1ccc(c2ccc(S(F)(F)(F)(F)(F))cc2)cc1)CC0,13.3,,6.81113425
de_cp_0591,CCCC0CCC(c1ccc(c2cc(F)c(C(F)(F)(F))c(F)c2)cc1)CC0,21.5,22.75100799,20.04862758
de_cp_0592,CCCC0CCC(c1ccc(c2cc(F)c(S(F)(F)(F)(F)(F))c(F)c2)cc1)CC0,21.4,5.850168627,-0.975074314
de_cp_0593,CCCC0CCC(C1CCC(C(F)(F)Oc2ccc(S(F)(F)(F)(F)(F))cc2)CC1)CC0,11.8,,13.64851119
de_cp_0594,CCCC0CCC(C1CCC(\C=C\C(F)(F)(F))CC1)CC0,7.9,9.200229349,8.827973571
de_cp_0595,CCCC0CCC(C1CCC(C#CC(F)(F)(F))CC1)CC0,9.7,-1.74356935,-3.422273162
de_cp_0596,CCCC0CCC(c1ccc(c2ccc(OS(F)(F)(F)(F)(F))cc2)cc1)CC0,9.9,,
de_cp_0597,CCCC0CCC(c1ccc(c2ccc(OC(F)(F)(F))cc2)cc1)CC0,8.6,7.027731891,5.945302859
de_cp_0598,CCCC0CCC(c1ccc(c2ccc(S(C(F)(F)(F))(F)(F)(F)(F))cc2)cc1)CC0,10.6,,
de_cp_0599,COC(=O)c0ccc(S(F)(F)(F)(F)c1ccc(C(F)(F)(F))cc1)cc0,6.86,,
de_cp_0600,COC(=O)c0ccc(S(F)(F)(F)(F)c1ccc(C(F)(F)(F))c(F)c1)cc0,7.76,,
de_cp_0601,CCCC0CCC(C1CCC(CCC)CC1)CC0,-0.3,0.095406933,0.306319187
de_cp_0602,CCCC0CCC(CCC1CCC(CCC)CC1)CC0,-0.6,0.100775653,0.307115966
de_cp_0603,CCCC0CCC(C(F)(F)C(F)(F)C1CCC(CCC)CC1)CC0,0,-0.030090498,0.223339478
de_cp_0604,CCCC0CCC(C1CCC(CCc2cc(F)c(F)c(F)c2)CC1)CC0,9.3,0.674300098,0.213225319
de_cp_0605,CCCC0CCC(C1CCC(C(F)(F)C(F)(F)c2cc(F)c(F)c(F)c2)CC1)CC0,8.1,4.766703276,4.870416612
de_cp_0606,CCCC0CCC(C1CCC(COc2cc(F)c(F)c(F)c2)CC1)CC0,8.3,6.185689028,9.199699592
de_cp_0607,CCCC0CCC(C1CCC(C(F)Oc2cc(F)c(F)c(F)c2)CC1)CC0,8,8.557071946,8.346295227
de_cp_0608,CCCC0CCC(CCC1CCC(c2cc(F)c(F)c(F)c2)CC1)CC0,9.4,7.960783517,7.948327228
de_cp_0609,CCCC0CCC(C(F)(F)C(F)(F)C1CCC(c2cc(F)c(F)c(F)c2)CC1)CC0,9,6.391703007,6.192506055
de_cp_0610,CCCCCC0COC(C1CCC(C(F)(F)Oc2cc(F)c(F)c(F)c2)CC1)CC0,12.1,15.62742454,12.44531483
de_cp_0611,CCCCCC0CCC(C1CCC(C#N)CC1)CC0,8.3,-2.925966051,-3.065355713
de_cp_0612,CCCCCC0CCC(C1CCC(C#N)(C2CCC(CCCCC)CC2)CC1)CC0,-4.7,-1.426815758,-1.994458109
de_cp_0613,CCCC0CCC(C1CCC(C(=O)Oc2c(C#N)c(C#N)c(OCC)cc2)CC1)CC0,-17,,-10.77820666
de_cp_0614,CCCCCC0CCC(c1ccc(c2c(F)c(C#N)c(OCC)cc2)cc1)CC0,-9,-8.632407889,-9.222559707
de_cp_0615,CCCCCC0CCC(c1c(F)c(F)c(C)cc1)CC0,-1.8,-1.218759206,-0.84279123
de_cp_0616,CCCCCC0CCC(c1c(F)c(F)c(OCC)cc1)CC0,-6.2,-4.102924593,-1.81058881
de_cp_0617,CCCC0CCC(C1CCC(C(=O)Oc2c(F)c(F)c(OCC)cc2)CC1)CC0,-5.8,-1.204254448,-3.413178909
de_cp_0618,CCCCCc0ccc(c1ccc(c2c(F)c(F)c(OCC)cc2)cc1)cc0,-5.4,-3.729781781,-2.053911238
de_cp_0619,CCCC0CCC(c1ccc(C#Cc2c(F)c(F)c(OCC)cc2)cc1)CC0,-5.2,-3.70556998,-1.368540979
de_cp_0620,CCCC0CCC(C1CCC(C(=O)Oc2c(C(F)(F)(F))c(F)c(OCC)cc2)CC1)CC0,-7.3,-3.335674547,-5.10453568
de_cp_0621,CCCCOc0ccc(c1ccc(CCCC)nn1)cc0,-5.9,-0.777261258,0.091082846
de_cp_0622,CCCCCC0CCC(c1ccc(c2ccc(OCC)nc(F)2)cc1)CC0,-1,0.184279701,0.362595191
de_cp_0623,CCCCCC0CCC(c1ccc(c2ccc(OCC)c(F)n2)cc1)CC0,-7.4,-5.036695995,-3.349057656
de_cp_0624,CCCCCC0CCC(c1ccc(c2ccc(CCC)nc(F)2)cc1)CC0,-2.6,-0.95591571,-0.542448125
de_cp_0625,CCCCCC0CCC(c1ccc(c2ccc(CCC)c(F)n2)cc1)CC0,-4,-1.536788387,-0.97729459
de_cp_0626,CCCC0CCC(C1CCC(F)(CCCCC)CC1)CC0,-2.1,,1.827518093
de_cp_0627,CCCCCC0CCC(C1CCC(F)(CCC)CC1)CC0,-2.1,-0.560168782,-0.365056665
de_cp_0628,CCCC0CCC(F)(CCC1CCC(F)(CCC)CC1)CC0,-4.6,-0.656162356,-0.548066792
de_cp_0629,CCCCC0CCC(C1CCC(c2c(F)c(F)c(OCC)cc2)CC1)CC0,-2.8,-3.556601975,-1.805607575
de_cp_0630,CCc0ccc(c1c(F)c(F)c(c2ccc(CCCC)cc2)cc1)cc0,-2,-1.178805247,-0.264827683
de_cp_0631,CCCC0CCC(C1CCC(c2c(F)c(F)c(OCCC)cc2)CC1)CC0,-5.4,-3.743502029,-2.386458437
de_cp_0632,CCCC0CCC(C1CCC(c2c(F)c(F)c3OC(C)Cc3c2)CC1)CC0,-6.7,-4.2355108,-3.996413043
de_cp_0633,CCCC0CCC(c1c(F)c(F)c(OCCC)cc1)CC0,-5.4,-0.632900918,-0.067455314
de_cp_0634,CCCC0CCC(C1C(F)(F)c2c(F)cccc2C1)CC0,-7.1,-4.906186054,-3.802059236
de_cp_0635,CCCC0CCC(C1C(F)(F)c2c(F)c(F)ccc2C1)CC0,-8.6,-4.58577003,-3.958721857
de_cp_0636,CCCC0CCC(C1C(F)(F)c2c(F)c(F)c(C)cc2C1)CC0,-9.9,-5.827647859,-5.366988874
de_cp_0637,CCC0CCC(c1ccc(c2c(F)c(F)c(OCC)cc2)cc1)CC0,-6,-4.252702168,-2.838725225
de_cp_0638,CCCC0CCC(c1ccc(c2c(F)c(F)c(OCC)cc2)cc1)CC0,-5.9,-4.008768872,-2.843056554
de_cp_0639,CCCCCC0CCC(c1ccc(c2c(F)c(F)c(OCC)cc2)cc1)CC0,-5.3,-3.617117207,-2.391422092
de_cp_0640,C=CC0CCC(c1ccc(c2c(F)c(F)c(OCC)cc2)cc1)CC0,-6.1,-4.633941018,-2.296372698
de_cp_0641,CCC0CCC(c1ccc(c2c(F)c(F)c(OCCCC)cc2)cc1)CC0,-5.6,-4.183095967,-2.508678821
de_cp_0642,CCCC0CCC(c1ccc(c2c(F)c(F)c(OCCCC)cc2)cc1)CC0,-5.4,-3.608327505,-2.170740864
de_cp_0643,CCCCCC0CCC(c1ccc(c2c(F)c(F)c(OCCCC)cc2)cc1)CC0,-5,-3.551479869,-1.755110325
de_cp_0644,C=CC0CCC(c1ccc(c2c(F)c(F)c(OCCCC)cc2)cc1)CC0,-5.6,-0.874335842,-0.502729959
de_cp_0645,CCC0CCC(C1CCC(c2c(F)c(F)c(OCC)cc2)CC1)CC0,-5.7,-4.262123682,-2.960675939
de_cp_0646,CCCC0CCC(C1CCC(c2c(F)c(F)c(OCC)cc2)CC1)CC0,-6,-3.916543252,-1.939218595
de_cp_0647,CCCCCC0CCC(C1CCC(c2c(F)c(F)c(OCC)cc2)CC1)CC0,-5.3,-3.702868615,-2.603318575
de_cp_0648,CCC0CCC(C1CCC(c2c(F)c(F)c(C)cc2)CC1)CC0,-2.1,-1.566518656,-0.667163586
de_cp_0649,CCCC0CCC(C1CCC(c2c(F)c(F)c(C)cc2)CC1)CC0,-2.8,-1.440633943,-0.753296379
de_cp_0650,CCCC0CCC(C(F)(F)C(F)(F)C1CCC(C(F)(F)Oc2cc(F)c(F)c(F)c2)CC1)CC0,9.4,9.566139356,6.744182842
de_cp_0651,CCCC0CCC(C1C(F)(F)c2c(F)c(C)ccc2C1)CC0,-6.9,-4.163617574,-2.794373346
de_cp_0652,CCCC0CCC(C1C(F)(F)c2c(F)c(OCC)ccc2C1)CC0,-10.5,-5.738761336,-2.383434686
de_cp_0653,CCCC0CCC(C1C(F)(F)c2c(F)c(F)c(F)cc2C1)CC0,-2.3,2.107590685,1.249269811
de_cp_0654,CCCC0CCC(C1C(F)(F)c2c(F)c(F)c(OCC)cc2C1)CC0,-13.5,-10.27946009,-9.682166927
de_cp_0655,CCCCC0COC(C1C(F)(F)c2c(F)c(F)ccc2C1)CC0,-15.8,4.249381232,7.050905467
de_cp_0656,CCCCCC0COC(C1C(F)(F)c2c(F)c(F)ccc2C1)CC0,-15.6,0.521847451,0.453451164
de_cp_0657,CCCCCC0CCC(C1C(F)(F)c2c(F)c(F)ccc2C1)CC0,-7.8,-3.6285522,-2.645088889
de_cp_0658,CCCC0COC(C1CCC(c2cc(F)c(F)c(F)c2)CC1)OC0,21.8,19.21466375,20.2739371
de_cp_0659,CCCCCC0CCC(C1CCC(C(F)(F)Oc2cc(F)c(S(F)(F)(F)(F)(F))cc2)CC1)CC0,14.3,,10.93438527
de_cp_0660,CCCc0ccc(\C(F)=C(F)\c1ccc(CCC)cc1)cc0,3,0.608611055,0.897084505
de_cp_0661,CCCc0ccc(C(/F)=C(/F)C(/F)=C(/F)c1ccc(CCC)cc1)cc0,2.8,-2.838663473,-1.621452752
de_cp_0662,CCCc0ccc(C(/F)=C(\F)C(=O)Oc1cc(F)c(F)c(F)c1)cc0,29.7,28.87477049,26.26298101
de_cp_0663,CCCC0CCC(C1CCC(C(F)(F)C(F)(F)(F))CC1)CC0,5.8,6.181089582,5.388730876
de_cp_0664,CCCC0CCC(C1CCC(C(F)(F)C(F)(F)C(F)(F)(F))CC1)CC0,6.8,5.742866411,4.630243893
de_cp_0665,CCCC0CCC(C1CCC(C(F)(F)C(F)C(F)(F)(F))CC1)CC0,7.7,9.275586164,6.470259624
de_cp_0666,CCCC0CCC(C1CCC(C(F)(F)CC(F)(F)(F))CC1)CC0,6.6,11.01889709,9.653618898
de_cp_0667,CCCCCC0CCC(C1CCC(\C=C\C(F)(F)(F))CC1)CC0,7.9,7.460803389,7.975031483
de_cp_0668,CCCCCC0CCC(C1CCC(\C=C\S(F)(F)(F)(F)(F))CC1)CC0,9.9,,-4.168334595
de_cp_0669,CCCC0CCC(C1CCC(=C\S(F)(F)(F)(F)(F))CC1)CC0,6.3,,4.103032184
de_cp_0670,CCCCCC0CCC(C1CCC(=C\S(F)(F)(F)(F)(F))CC1)CC0,5.8,,1.224221919
de_cp_0671,CCCC0CCC(C1CCC(CCC2CC\C(=C\S(F)(F)(F)(F)(F))CC2)CC1)CC0,4.3,,8.968239595
de_cp_0672,CCCC0CCC(C1CCC(=C\C(F)(F)(F))CC1)CC0,3.4,3.604681429,3.920509192
de_cp_0673,CCCC0(F)COC(C1CCC(CCC)CC1)OC0,-4.7,-0.450850059,1.445084801
de_cp_0674,CCCCCC0CCC(C1CCC(F)(CCCCC)CC1)CC0,-2.5,-0.372878285,-0.242090529
de_cp_0675,CCCC0CCC(C1CCC(c2ccc(C#N)cc2)CC1)CC0,14.8,12.1948475,26.27690152
de_cp_0676,CCCCCc0ccc(C(=O)Oc1ccc(C#N)cc1)cc0,40.1,28.70833865,43.5338496
de_cp_0677,CCCCCc0ccc(C(=O)Oc1ccc(C#N)c(F)c1)cc0,41,40.7610336,54.92132747
de_cp_0678,CCCCCc0ccc(C(=O)Oc1cc(F)c(C#N)c(F)c1)cc0,61,41.96973549,60.08653407
de_cp_0679,CCCCCc0c(F)c(F)c(c1ccc(c2c(F)c(F)c(CCCCC)cc2)cc1)cc0,-4.3,0.536133874,0.666645554
de_cp_0680,Cc0ccc(c1c(F)c(F)c(c2c(F)c(F)c(CCCC)cc2)cc1)cc0,-5.5,-0.237546945,0.257390089
de_cp_0681,CCCCc0c(F)c(F)c(c1c(F)c(F)c(c2c(F)c(F)c(CCCC)cc2)cc1)cc0,-7.2,0.373968859,-0.151260268
de_cp_0682,CCCCCC0C(F)(F)CC(C1CCC(c2c(F)c(F)c(C)cc2)CC1)CC0,-4.6,-4.521505848,-1.989836357
de_cp_0683,CCCC0CCC(C1CCC(C2C(F)(F)C2)CC1)CC0,-0.5,0.692624456,1.013048775
de_cp_0684,CCCC0CCC(C1CCC(C2(F)C(F)(F)C2)CC1)CC0,-0.2,-0.975358198,-1.254531761
de_cp_0685,CCCC0CCC(C1CCC(OC2C(F)(F)C2)CC1)CC0,1.3,0.220269088,5.532935706
de_cp_0686,[C@]2(F)(F)C1(CCC([C@@H]0CCC(CCC)CC0)CC1)C2,4.8,-1.589792349,-1.294304677
de_cp_0687,[C@@]2(F)(F)C1(CCC([C@@H]0CCC(CCC)CC0)CC1)C2,4.3,-1.589792349,-1.294304677
de_cp_0688,CCCC0CCC(c1ccc(C2C(F)CCCC2)cc1)CC0,-1.2,-0.289444584,-0.196706986
de_cp_0689,CCCc0ccc(c1ccc(C2C(F)(F)C(F)(F)C(CC)=CC=2)cc1)cc0,-6.2,-2.583439178,-1.060149558
de_cp_0690,CCCc0ccc(c1ccc(C2C(F)(F)C(F)(F)C(CC)CC2)cc1)cc0,-7.9,-3.196309633,-2.223147508
de_cp_0691,CCCC0CCC(c1ccc(C2C(F)(F)C(F)(F)C(CC)=CC=2)cc1)CC0,-7.3,-3.20597237,-1.450714662
de_cp_0692,CCCC0CCC(c1ccc(C2C(F)(F)C(F)(F)C(CC)CC2)cc1)CC0,-9.4,-3.085310643,-2.268447394
de_cp_0693,CCCC0CCC(C1CCC(c2ccc(F)cc2)CC1)CC0,3,2.755814657,3.282240863
de_cp_0694,CCCCCC0CCC(c1ccc(c2c(F)c(F)c(OCCCCCCCC)cc2)cc1)CC0,-4.5,-1.368559478,-1.980293493
de_cp_0695,CCCCCC0CCC(c1ccc(c2c(F)c(F)c(CCCCC)cc2)cc1)CC0,-2.2,-0.76398496,-0.054091072
de_cp_0696,CCCCCC0CCC(c1c(F)c(F)c(c2ccc(OCCCCCCCC)cc2)cc1)CC0,-2.5,-2.40093386,-1.094270723
de_cp_0697,CCCCCC0CCC(c1c(F)c(F)c(c2ccc(CCCCC)cc2)cc1)CC0,-2.2,-1.210649107,-0.649046852
de_cp_0698,CCCCCc0ccc(c2ccc(c3c(F)c(C#N)c(OCCCCCCCC)cc3)cc2)cc0,-9.5,-5.308135216,-5.66431233
de_cp_0699,CCCCCc0ccc(c2c(C#N)c(F)c(c3ccc(OCCCCCCCC)cc3)cc2)cc0,-5,-1.672904569,-1.355902447
de_cp_0700,CCCCCc0c(F)c(C#N)c(c2ccc(c3ccc(OCCCCCCCC)cc3)cc2)cc0,-6,-5.912596773,-6.635316219
de_cp_0701,CCCCCc0c(F)c(F)c(c2ccc(c3ccc(OCCCCCCCC)cc3)cc2)cc0,-2.1,-0.727665735,0.904747092
de_cp_0702,CCCCCCCCOc0c(F)c(F)c(c2ccc(c3ccc(CCCCCCC)cc3)cc2)cc0,-4.2,0.004679455,0.257877858
de_cp_0703,CCCCCCCc0c(F)c(F)c(c2ccc(c3ccc(CCCCC)cc3)cc2)cc0,-2,-0.79599038,-0.08425149
de_cp_0704,CCCCCc0ccc(c2c(F)c(F)c(c3ccc(OCCCCCCCC)cc3)cc2)cc0,-2.1,-2.19490059,-0.907537048
de_cp_0705,CCCCCCCc0ccc(c2c(F)c(F)c(c3ccc(CCCCCCCCC)cc3)cc2)cc0,-2,-0.562952061,0.059329476
de_cp_0706,CCCCCc0ccc(c1cc(F)c(c2c(F)c(F)c(OCCCC=C)cc2)cc1)cc0,-5,0.878730207,0.721386758
de_cp_0707,CCCCCc0ccc(c1c(F)c(F)c(c2c(F)c(F)c(OCCCC=C)cc2)cc1)cc0,-8,0.506262956,-1.685034655
de_cp_0708,CCCC0CCC(c1ccc(C(=O)Oc2ccc(CCCCC)cc2)cc1)CC0,0.6,1.893563245,0.881107602
de_cp_0709,CCCC0CCC(c1ccc(C(=O)Oc2c(C#N)cc(CCCCC)cc2)cc1)CC0,-4,-0.134902144,-3.252564186
de_cp_0710,CCCC0CCC(c1ccc(C(=O)Oc2c(C#N)c(C#N)c(CCCCC)cc2)cc1)CC0,-20,-3.043471438,-9.969369277
de_cp_0711,CCCCCC0CCC(C1CCC(C#N)(CCC)CC1)CC0,-7.7,-2.763993415,-4.463593104
de_cp_0712,CCCCCc0ccc(C1CCC(C#N)(CCC)CC1)cc0,-4.7,-2.393141932,-4.224268913
de_cp_0713,CCCCCc2ccc(c0ccc(C1CCC(C#N)(CCC)CC1)cc0)cc2,-4.7,-1.784603109,-3.452807411
de_cp_0714,CCCc0ccc(c1c(F)c(F)c(c2ccc(CCC)cc2)cc1)cc0,-1.7,-1.048890125,0.008059935
de_cp_0715,CCCc0ccc(c1ccc(c2c(F)c(F)c(CCC)cc2)cc1)cc0,-1.9,-1.077013895,-0.152892301
de_cp_0716,CCCC0CCC(C1CCC(CCc2c(F)c(F)ccc2)CC1)CC0,-1.3,1.464329269,1.573020045
de_cp_0717,CCCC0CCC(C1CCC(CCc2c(F)c(F)c(OCC)cc2)CC1)CC0,-3.7,0.070760006,-0.205870825
de_cp_0718,CCCC0CCC(C1CCC(COc2c(F)c(F)c(CCCCC)cc2)CC1)CC0,-3.4,-2.864021375,-1.784395053
de_cp_0719,CCCCCC0CCC(C(=O)Oc1ccc(OCC)cc1)CC0,-1.2,0.554605538,0.142500689
de_cp_0720,CCCCCC0CCC(C(=O)Oc1cc(F)c(OCC)cc1)CC0,-1.9,2.582307635,-0.404310647
de_cp_0721,CCCCCC0CCC(C(=O)Oc1c(F)c(F)c(OCC)cc1)CC0,-4.6,-1.550184074,-3.889406328
de_cp_0722,CCCCCC0CCC(C(=O)Oc1c(F)cc(CCCCC)cc1)CC0,-0.9,0.02265454,0.2626765
de_cp_0723,CCCCCC0CCC(C(=O)Oc1c(F)c(F)c(CCCCC)cc1)CC0,-2.1,0.367506883,-1.27815242
de_cp_0724,CCCCCc0ccc(C#Cc1ccc(OCC)cc1)cc0,0.2,0.271937444,1.487126289
de_cp_0725,CCCCCc0ccc(C#Cc1c(F)c(F)c(OCC)cc1)cc0,-4.4,-4.568929681,-2.064170821
de_cp_0726,CCCC2CCC(c0ccc(C#Cc1ccc(OCC)cc1)cc0)CC2,0,0.597996688,1.445554576
de_cp_0727,CCCC2CCC(c0ccc(C#Cc1c(F)c(F)c(OCC)cc1)cc0)CC2,-4.1,-3.70556998,-1.368540979
de_cp_0728,CCCCCCCCOc0ccc(C(=O)Oc1ccc(OCCCCCCCC)cc1)cc0,-2.7,1.711440707,1.380446338
de_cp_0729,CCCCCCCCOc0c(F)c(F)c(C(=O)Oc1ccc(OCCCCCCCC)cc1)cc0,0.4,-0.14855638,0.384216459
de_cp_0730,CCCCCCCCOc0ccc(C(=O)Oc1c(F)c(F)c(OCCCCCCCC)cc1)cc0,-2.7,-1.625049457,-0.301613395
de_cp_0731,CCCCCCCCOc0ccc(C(=O)OC1CCC(C2CCC(CCCCC)CC2)CC1)cc0,-0.8,-1.884476664,-1.6265277
de_cp_0732,CCCCCCCCOc0c(F)c(F)c(C(=O)OC1CCC(C2CCC(CCCCC)CC2)CC1)cc0,-2.1,1.380989273,1.316139104
de_cp_0733,CCCCCc3ccc(OC(=O)C12CCC(CCCCC)(CC1)CC2)cc3,-0.6,0.639670921,0.192923191
de_cp_0734,CCCCCc3ccc(OC(=O)C12CCC(CCCCC)(CC1)CC2)c(F)c3,-1.1,0.011968285,-0.522272938
de_cp_0735,CCCCCc3ccc(OC(=O)C12CCC(CCCCC)(CC1)CC2)c(C#N)c3,-2,-0.764870396,-1.546910761
de_cp_0736,CCCCCc3ccc(OC(=O)C12CCC(CCCCC)(CC1)CC2)c(C#N)c(C#N)3,-12,-3.951989641,-11.28675439
de_cp_0737,CCCCCc3ccc(OC(=O)c2ccc(C1CCC(CCCCC)CC1)cc2)c(C#N)c3,-3.8,-0.179152784,-2.081034895
de_cp_0738,CCCCOc3ccc(OC(=O)c2ccc(C1CCC(CCCCC)CC1)cc2)c(C#N)c3C#N,-19,-8.651371844,-18.09916412
de_cp_0739,CCCCCc3ccc(OC(=O)c2ccc(C1CCC(CCCCC)CC1)cc2)c(C#N)c3C#N,-11.5,-1.905491096,-10.57752755
de_cp_0740,CCCCCC0CCC(c1nnc(OCC)cc1)CC0,-6,-0.480297847,-0.352691193
de_cp_0741,CCCCCC2CCC(C1CCC(C#N)(CCCCC)CC1)CC2,-8,-2.582983305,-4.209203136
de_cp_0742,CCCCCC3CCC(c2ccc(c1ccc(OCC)c(F)c1F)cc2)CC3,-4.1,-3.222528691,-2.63279911
de_cp_0743,CCCCCC3CCC(c2ccc(c1ccc(OCC)c(F)n1)cc2)CC3,-5,-5.036690952,-3.348537812
de_cp_0744,CCCC3CCC(C2CCC(CCc1ccc(OCC)c(F)c1F)CC2)CC3,-3.7,-0.945134786,-2.21687779
de_cp_0745,CCCC3CCC(C2CCC(COc1ccc(OCC)c(F)c1F)CC2)CC3,-6,-2.814906575,0.028032411
de_cp_0746,CCCCCC3CCC(C2CCC(c1ccc(OCC)c(F)c1F)CC2)CC3,-4.4,-2.448030223,-1.012997005
de_cp_0747,CCCC3CCC(C2CCC(C(=O)Oc1ccc(OCC)c(F)c1F)CC2)CC3,-4.1,-1.653353874,-2.045230732
de_cp_0748,CCCC3CCC(C2CCC(CCCOc1ccc(OCC)c(F)c1F)CC2)CC3,-5.1,-3.443825895,-3.594327737
de_cp_0749,CCOc2ccc(/C=N/c1ccc(C#N)cc1)cc2,14,33.11030346,82.23358872
de_cp_0750,CCCCCc2ccc(c1ccc(C#N)nc1)cc2,9.4,30.78033237,52.41902584
de_cp_0751,CCCCCc2cnc(c1ccc(C#N)cc1)nc2,21,33.35120327,62.13145721
de_cp_0752,CCCCCc2ccc(c1ncc(C#N)cn1)cc2,3.4,9.276016892,25.22074519
de_cp_0753,CCCCCCCc0ccc(C(=O)Oc1ccc(C#N)cc(F)1)cc0,9.8,18.0477157,32.38303363
de_cp_0754,CCCCCC3CCC(CCc2ccc(c1ccccc1)cc2)CC3,0,0.498420677,0.887458736
de_cp_0755,CCCCCC3CCC(CCc2ccc(c1ccc(F)cc1)cc2)CC3,4.9,3.003112723,3.668635132
de_cp_0756,CCCCCC3CCC(CCc2ccc(c1ccc(Cl)cc1)cc2)CC3,7.5,2.163812387,4.872503389
