id,smiles,delta_eps,delta_eps_am1,delta_eps_r2scan3c
de_cp_1810,C0C(CC2CC=C(c4c(F)c(F)c5OC(CCC)CCc5c4)CC2)C0,-5.8,-5.068255511,-3.319090996
de_cp_1811,C0C(CCC2CC=C(c4c(F)c(F)c5OC(CCC)CCc5c4)CC2)C0,-5.6,-4.72877837,-2.817031876
de_cp_1812,C0C(CC2CCC(c4c(F)c(F)c5OC(CCC)CCc5c4)CC2)C0,-5.5,-4.970222267,-3.737914673
de_cp_1813,C0C(CCC2CCC(c4c(F)c(F)c5OC(CCC)CCc5c4)CC2)C0,-4,-4.736291687,-3.459762493
de_cp_1814,C0CC(c2ccc(c4c(C(F)(F)(F))c(F)c(OCC)cc4)cc2)CC0,-3.1,-9.318848062,-5.583811584
de_cp_1815,CCc0ccc(c2ccc(OCC)c(F)c(F)2)cc0,-3.6,-6.007832278,-3.109678225
de_cp_1816,c0ccc(c2c(C(F)(F)(F))c(F)c(OCC)cc2)cc0,-6.7,-9.7090848,-5.25743352
de_cp_1817,C0CC(C2CCC(c4ccc(c6c(C(F)(F)(F))c(F)c(OCC)cc6)cc4)CC2)CC0,-5.8,-7.170115663,-4.122613237
de_cp_1818,CCC0CCC(c2ccc(c4ccc(OCC)c(F)c(F)4)cc2)CC0,-6.5,-4.31802948,-2.800448151
de_cp_1819,C0CC(C2CCC(C4CCC(c6c(C(F)(F)(F))c(F)c(OCC)cc6)CC4)CC2)CC0,-5.6,-6.342584865,-4.431340657
de_cp_1820,CCC0CCC(C2CCC(c4ccc(OCC)c(F)c(F)4)CC2)CC0,-6.1,-4.196408462,-2.957268974
de_cp_1821,CCC0CCC(C2CCC(c4c(C(F)(F)(F))c(F)c(OCC)cc4)CC2)CC0,-6.4,0.082521751,-3.822610541
de_cp_1822,C0CC(c2ccc(COc4c(C)c(F)c(OCC)cc4)cc2)CC0,-5.7,1.342042129,3.556820589
de_cp_1823,CCC0CCC(COc2ccc(OCC)c(F)c(F)2)CC0,-6.2,-8.898493144,-6.232200886
de_cp_1824,CCC0CCC(COc2c(C)c(F)c(OCC)cc2)CC0,-8.6,-2.381486739,-1.702555951
de_cp_1825,C0CC(C2CCC(C4CCC(COc6c(C)c(F)c(OCC)cc6)CC4)CC2)CC0,-7.6,-0.443781548,0.038098895
de_cp_1826,CCC0CCC(C2CCC(COc4ccc(OCC)c(F)c(F)4)CC2)CC0,-8.3,-3.198632376,-4.13761436
de_cp_1827,CCC0CCC(C2CCC(COc4c(C)c(F)c(OCC)cc4)CC2)CC0,-14.2,-1.07996362,-0.59613007
de_cp_1828,CCCC0C(c2ccc3c4ccc(OCC)c(F)c4Oc3c(F)2)C0,-13.4,-8.821641687,-3.634349554
de_cp_1829,C0C(c2ccc3c4ccc(OCC)c(F)c4Oc3c(F)2)C0,-7.2,-9.691970029,-3.078792344
de_cp_1830,CCOc0c(F)cc(c2ccc(OCC)c(F)c(F)2)cc0,-15.4,-13.7960334,-9.406939722
de_cp_1831,CCCC0CC(C2CCC(c4ccc5c6ccc(OCC)c(F)c6Oc5c(F)4)CC2)CC0,-16.1,-5.802488675,-1.979438911
de_cp_1832,C0CC(C2CCC(c4ccc5c6ccc(OCC)c(F)c6Oc5c(F)4)CC2)CC0,-5.6,-6.556757329,-2.435233907
de_cp_1833,CCCC0CCC(c2ccc(c4ccc(OCC)c(F)c(F)4)cc2)CC0,-13.4,-3.892549186,-2.857194789
de_cp_1834,CCOc1c(F)c2Oc3c(F)c(CC)cc(C)c3c2cc1,-16.5,-11.3412475,-4.457752397
de_cp_1835,CCOc1c(F)c2Oc3c(F)c(OCC)cc(C)c3c2cc1,-7.2,-17.69067644,-9.670095585
de_cp_1836,CCOc1c(F)cc(c2c(F)c(F)c(OCC)cc2)cc1,-14.7,-2.357118072,-1.559569921
de_cp_1837,CCCC8CCC(c1c(F)c2Oc3c(F)c(CC)cc(C)c3c2cc1)CC8,-17.5,-4.629103805,-2.048945232
de_cp_1838,CCCC8CCC(c1c(F)c2Oc3c(F)c(OCC)cc(C)c3c2cc1)CC8,-5.6,-8.379655821,-3.724582156
de_cp_1839,CCCC8CCC(c1c(F)cc(c2c(F)c(F)c(OCC)cc2)cc1)CC8,-16.2,-1.631114887,-0.144094538
de_cp_1840,CCOc1c(F)c2Oc3c(F)c(OCC)c(C)cc3c2cc1,-16.6,-0.700833582,0.539444651
de_cp_1841,CCOC0CCC(c1c(F)c2Oc3c(F)c(OCC)c(C)cc3c2cc1)CC0,-17.2,0.206453298,1.794152566
de_cp_1842,CCOc0ccc(c1c(F)c2Oc3c(F)c(OCC)c(C)cc3c2cc1)cc0,-1.9,0.011484916,0.792715506
de_cp_1843,Cc0c(C)cc(c1c(F)c(F)c(C2CCC(CCC)CC2)cc1)cc0,-3.9,-1.988347387,-1.217843975
de_cp_1844,Cc0c(C)cc(c1c(F)c(F)c(c2ccc(CCC)cc2)cc1)cc0,-5.6,-0.949240034,0.068437409
de_cp_1845,C0(C)(C)CCC(c1ccc(c2c(F)c(F)c(OCC)cc2)cc1)CC0,-5.2,-4.336286362,-2.353252852
de_cp_1846,C0(C)(C)CCC(c1ccc(c2c(F)c(F)c(OCCCC)cc2)cc1)CC0,-5.9,-3.711519405,-2.132492889
de_cp_1847,CCCC0CCC(c1ccc(c2c(F)c(F)c(OCC)cc2)cc1)CC0,-6.4,-4.008768872,-2.843056554
de_cp_1848,CCCCC0CCC(C1CCC(c2c(F)c(F)c(OCC)cc2)CC1)CC0,28.5,-3.556601975,-1.805607575
de_cp_1849,CCCC0COC(c1cc(F)c(C(F)(F)Oc2c(C)c(F)c(F)c(F)c2)c(F)c1)OC0,33.7,43.25582596,31.69465158
de_cp_1850,CCCC0COC(c5ccc(c1cc(F)c(C(F)(F)Oc2c(C)c(F)c(F)c(F)c2)c(F)c1)cc5)OC0,26.5,38.04010121,31.48529741
de_cp_1851,CCCc1cc(F)c(c2cc(F)c(C(F)(F)Oc3c(C)c(F)c(F)c(F)c3)c(F)c2)cc1,23,39.57223361,29.04233574
de_cp_1852,CCCc1ccc(c2cc(F)c(C(F)(F)Oc3c(C)c(F)c(F)c(F)c3)c(F)c2)cc1,33.5,34.899068,26.22185883
de_cp_1853,FCCCOC0COC(c2ccc(c4cc(F)c(C(F)(F)Oc6cc(F)c(F)c(F)c6)c(F)c4)cc2)OC0,10.2,18.95708366,13.1747868
de_cp_1854,CCCC0CCC(c2ccc(c4cc(F)c(OCCCF)c(F)c4)cc2)OC0,12.6,6.771333887,1.881354693
de_cp_1855,CCCc0ccc(c2cc(F)c(c4cc(F)c(OCCF)c(F)c4)cc2)cc0,-3.5,5.950635801,2.650552632
de_cp_1856,C=CC0CCC(C2CCC(c4ccc(OCCF)c(F)c(F)4)CC2)CC0,-3.4,-3.241287716,-4.456304727
de_cp_1857,CCC0CCC(C2CCC(c4ccc(OCCF)c(F)c(F)4)CC2)CC0,-2.9,-3.147223357,-3.955050484
de_cp_1858,C=CC0CCC(C2CCC(c4ccc(OCCF)c(F)c(F)4)CC2)CC0,-3.7,-3.241287716,-4.456304727
de_cp_1859,C=CCCC0CCC(C2CCC(c4ccc(OCCF)c(F)c(F)4)CC2)CC0,-3.6,-3.89512604,-5.105769484
de_cp_1860,CCCCC0CCC(C2CCC(c4ccc(OCCF)c(F)c(F)4)CC2)CC0,19.6,-3.830664182,-3.635604657
de_cp_1861,CCCc0c5cccc(C6(C)(C))c5c(c1c6cc(c2cc(F)c(C(F)(F)Oc3cc(F)c(F)c(F)c3)c(F)c2)cc1)cc0,13.3,27.87786068,20.26381211
de_cp_1862,CN1C2CCC(CC1)C(C2)c1ccc(c5ccc(c2ccc(F)c(F)c2)c(F)c5)cc1,21,10.88451656,8.168795915
de_cp_1863,CN1C2CCC(CC1)C(C2)c1cc(F)c(C(F)(F)Oc2cc(F)c(F)c(F)c2)c(F)c1,23,27.54757523,17.96727812
de_cp_1864,CCCC0CCC1(CC0)COC(c2ccc(c3cc(F)c(C(F)(F)Oc4cc(F)c(F)c(F)c4)c(F)c3)cc2)CC1,14,28.71034652,22.2643771
de_cp_1865,CCCC0CCC1(CC0)COC(C2CCC(C(F)(F)Oc4cc(F)c(F)c(F)c4)CC2)CC1,18,13.05484938,10.37357754
de_cp_1866,CCCC0CCC1(CC0)COC(C2CCC(C(F)(F)Oc5cc(F)c(c4cc(F)c(F)c(F)c4)cc5)CC2)CC1,15,17.93950979,12.29566673
de_cp_1867,CCCc1ccc3c2ccc(C(F)(F)Oc4cc(F)c(F)c(F)c4)cc2Cc3c1,18,,16.5824844
de_cp_1868,CCCc1ccc3c2ccc(C(F)(F)Oc4cc(F)c(F)c(F)c4)c(F)c2Cc3c1,28,26.36118369,19.82615736
de_cp_1869,CCCc1ccc3c2cc(F)c(C(F)(F)Oc4cc(F)c(F)c(F)c4)c(F)c2Cc3c1,27.6,33.76190191,24.86386265
de_cp_1870,CCCC9COC(c1ccc3c2cc(F)c(C(F)(F)Oc4cc(F)c(F)c(F)c4)c(F)c2Cc3c1)CC9,-15.4,23.34510031,15.61597976
de_cp_1871,CCCCOc1c(C(F)(F)(F))c2ccc3c(C(F)(F)(F))c(OCC)ccc3c2cc1,-11.3,-18.27169936,-13.40073674
de_cp_1872,CCCCOc1c(C(F)(F)(F))c2CCc3c(C(F)(F)(F))c(OCC)ccc3c2cc1,-10.4,-13.64486688,-8.840203675
de_cp_1873,CCCCCc1c(C(F)(F)(F))c2ccc3c(C(F)(F)(F))c(OCC)ccc3c2cc1,-2.8,-12.90798121,-7.563335775
de_cp_1874,CCCCCC1C(C(F)(F)(F))c2ccc3C(C(F)(F)(F))C(OCC)CCc3c2CC1,-11.6,-2.838090021,-1.871493488
de_cp_1875,CCCCOc1c(C(F)(F)(F))c2ccc3c(F)c(OCC)ccc3c2cc1,-16.4,-12.19235789,-8.380203393
de_cp_1876,CCCCOc1c(C(F)(F)(F))c2cc(F)c3c(F)c(OCC)ccc3c2cc1,-1.48,-18.35409646,-12.9327793
de_cp_1877,CCCCOc1c(F)c2Nc3c(F)c(OCC)ccc3c2cc1,-3.1,-0.78984243,0.235113329
de_cp_1878,CCCCOc1c(F)c2n(C)c3c(F)c(OCC)ccc3c2cc1,-22.5,-0.439903613,0.715303437
de_cp_1879,CCCCOc1cc2Nc3cc(OCC)c(F)cc3c2cc1(F),,-4.375446733,-5.649774356
de_cp_1880,CCCCOc1cc2n(C)c3cc(OCC)c(F)cc3c2cc1(F),-21.5,-5.47461926,-6.081467804
de_cp_1881,CCCCOc1cc2Nc3cc(OCC)c(F)c(F)c3c2cc1(F),-15.2,-8.910296417,-9.21476754
de_cp_1882,CCCCCc1cc2Nc3cc(OCC)c(F)cc3c2cc1(F),-7.72,-8.355221136,-7.109711586
de_cp_1883,CCCCCc1cc2N(C)c3cc(OCC)c(F)cc3c2cc1(F),-10.5,-2.735048768,-3.67738016
de_cp_1884,CCCC9CCC(COc1cc2Nc3cc(OCC)c(F)cc3c2cc1(F))CC9,-11.5,-7.057559582,-8.831227721
de_cp_1885,CCCC9CCC(COc1cc2N(C)c3cc(OCC)c(F)cc3c2cc1(F))CC9,21.3,-7.223440789,-9.519953914
de_cp_1886,CCCC0CCC(c2ccc(C4CCC(C(F)(F)Oc6cc(F)c(F)c(F)c6)OC4)cc2)CC0,21,3.809470356,0.879609431
de_cp_1887,CCCc0ccc(C2CCC(C(F)(F)Oc4cc(F)c(c6cc(F)c(F)c(F)c6)c(F)c4)OC2)cc0,19,24.66368383,16.33072978
de_cp_1888,CCCCCc0ccc(c2cc(F)c(C4CCC(C(F)(F)Oc6cc(F)c(c8cc(F)c(F)c(F)c8)c(F)c6)OC4)cc2)cc0,24,29.84342284,21.23614403
de_cp_1889,C0C(c2ccc(c4cc(F)c(C(F)(F)Oc6c(C)c(F)c(F)c(F)c6)c(F)c4)cc2)C0,23.5,34.55297453,24.54782987
de_cp_1890,C0C(c2ccc(c4ccc(c6cc(F)c(C(F)(F)Oc8c(C)c(F)c(F)c(F)c8)c(F)c6)cc4)cc2)C0,14.6,33.91665434,24.89173614
de_cp_1891,C0C(C2CCC(c4cc(F)c(C(F)(F)Oc6c(C)c(F)c(F)c(F)c6)c(F)c4)CC2)C0,19.6,27.68811521,20.054363
de_cp_1892,C0C(C2CCC(c4ccc(c6cc(F)c(C(F)(F)Oc8c(C)c(F)c(F)c(F)c8)c(F)c6)cc4)CC2)C0,25,30.23324144,23.65673334
de_cp_1893,CCCc1ccc(c2cc(F)c(c4cc(F)c(C(F)(F)Oc6c(C)c(F)c(F)c(F)c6(C))c(F)c4)cc2)cc1,22.1,34.41367018,26.82327642
de_cp_1894,C1CC1Cc1ccc(c2cc(F)c(c4cc(F)c(C(F)(F)Oc6c(C)c(F)c(F)c(F)c6(C))c(F)c4)cc2)cc1,26.1,33.20868947,25.40178919
de_cp_1895,C0CCCC0c1ccc(c2cc(F)c(c4cc(F)c(C(F)(F)Oc6c(C)c(F)c(F)c(F)c6(C))c(F)c4)cc2)cc1,25.1,33.31842788,27.48261632
de_cp_1896,C=CCCc1ccc(c2cc(F)c(c4cc(F)c(C(F)(F)Oc6c(C)c(F)c(F)c(F)c6(C))c(F)c4)cc2)cc1,19.1,32.00040587,22.9805651
de_cp_1897,CCCC0CCC(c2cc(F)c(c4cc(F)c(C(F)(F)Oc6cc(F)c(F)c(F)c6)c(F)c4)cc2)CC0,29.1,34.05144718,24.26340976
de_cp_1898,CCCc1ccc(c2cc(F)c(c4cc(F)c(C(F)(F)Oc6c(C)c(F)c(OC(F)(F)(F))c(F)c6(C))c(F)c4)cc2)cc1,32.1,34.17288315,28.74875068
de_cp_1899,CCCc1ccc(c2cc(F)c(c4cc(F)c(C(F)(F)Oc6c(C)c(F)c(C(F)(F)(F))c(F)c6(C))c(F)c4)cc2)cc1,16.1,45.55755878,34.5824608
de_cp_1900,CCCc1ccc(c4cc(F)c(C(F)(F)Oc6c(C)c(F)c(F)c(F)c6(C))c(F)c4)cc1,23.1,29.97882588,23.25244399
de_cp_1901,CCCc0ccc(c2cc(F)c(C(F)(F)Oc4c(C)c(F)c(F)cc4)c(F)c2)cc0,26.1,25.84070157,18.19726979
de_cp_1902,CCCCCc0ccc(c2cc(F)c(C(F)(F)Oc4c(C)c(F)c(OC(F)(F)F)cc4)c(F)c2)cc0,24.1,27.37942414,20.6594398
de_cp_1903,CCCc0ccc(c2cc(F)c(c4cc(F)c(C(F)(F)Oc6cc(F)c(F)cc6)c(F)c4)cc2)cc0,25.1,25.43388819,19.59074168
de_cp_1904,C0CC(C2CCC(c4ccc(c6cc(F)c(C(F)(F)Oc8c(C)c(F)c(F)cc8)c(F)c6)cc4)OC2)CC0,14.6,23.85372576,20.42667344
de_cp_1905,CCCC0CC(C2CCC(c4cc(F)c(C(F)(F)Oc6c(F)c(F)c(F)c(F)c6)c(F)c4)CC2)CC0,14.8,15.86669978,12.25699284
de_cp_1906,CCCC0CC(C2CCC(C4CCC(c6cc(F)c(C(F)(F)Oc8c(F)c(F)c(F)c(F)c8)c(F)c6)CC4)CC2)CC0,19.1,12.34642509,11.95002737
de_cp_1907,CCCc0ccc(c2cc(F)c(C(F)(F)Oc4c(F)c(F)c(F)c(F)c4)c(F)c2)cc0,19.5,21.7488987,17.22839238
de_cp_1908,CCCc0ccc(c2ccc(c4cc(F)c(C(F)(F)Oc6c(F)c(F)c(F)c(F)c6)c(F)c4)cc2)cc0,18.6,21.38838241,17.88834884
de_cp_1909,CCCC0CC(C2CCC(c4ccc(c6cc(F)c(C(F)(F)Oc8c(F)c(F)c(F)c(F)c8)c(F)c6)cc4)CC2)C0,19.7,15.62136038,13.52911051
de_cp_1910,C=CC0CCC(CCc2ccc(c4cc(F)c(C(F)(F)Oc6cc(F)c(F)c(F)c6)c(F)c4)cc2)CC0,24.6,20.74404824,14.38234585
de_cp_1911,C=CC0CCC(CCc2cc(F)c(c4cc(F)c(C(F)(F)Oc6cc(F)c(F)c(F)c6)c(F)c4)cc2)CC0,19.9,28.45461279,19.21215613
de_cp_1912,C=CCCC0CCC(CCc2ccc(c4cc(F)c(C(F)(F)Oc6cc(F)c(F)c(F)c6)c(F)c4)cc2)CC0,25.1,25.43832562,17.62125331
de_cp_1913,C=CCCC0CCC(CCc2cc(F)c(c4cc(F)c(C(F)(F)Oc6cc(F)c(F)c(F)c6)c(F)c4)cc2)CC0,17.5,24.82554427,19.96520929
de_cp_1914,C0CC(c2ccc(c4cc(F)c(C(F)(F)Oc6cc(F)c(C#N)c(F)c6)c(F)c4)cc2)CC0,55,49.36899041,57.61274861
de_cp_1915,C0CC(C2COC(c4cc(F)c(C(F)(F)Oc6cc(F)c(C#N)c(F)c6)c(F)c4)OC2)CC0,21.7,58.72541081,67.09435236
de_cp_1916,CCCc0ccc(c2cc(F)c(C(F)(F)Oc4cnc([Cl])nc4)c(F)c2)cc0,19,36.48672823,37.99384923
de_cp_1917,CCCc0ccc(c2cc(F)c(C(F)(F)Oc4cncnc4)c(F)c2)cc0,20,29.24946532,25.52334348
de_cp_1918,CCCc0ccc(c1cc(F)c(C(F)(F)Oc2c([2H])c(F)c(F)c(F)c2)c(F)c1)cc0,10.2,33.08391602,23.63803035
de_cp_1919,CCCC0CCC(C2CCC(C(F)(F)Oc4c([2H])c(F)c(F)c(F)c4)CC2)CC0,25.9,13.46973085,9.908827713
de_cp_1920,CCCc0ccc(c2cc(F)c(c4cc(F)c(C(F)(F)Oc6c([2H])c(F)c(F)c(F)c6)c(F)c4)cc2)cc0,23.9,37.83095652,27.36655147
de_cp_1921,CCCCc0ccc(c2cc(F)c(c4cc(F)c(C(F)(F)Oc6c([2H])c(F)c(F)c(F)c6)c(F)c4)cc2)cc0,25.3,34.73538181,25.95723836
de_cp_1922,CCCCCc0ccc(c2cc(F)c(c4cc(F)c(C(F)(F)Oc6c([2H])c(F)c(F)c(F)c6)c(F)c4)cc2)cc0,28.3,32.59164494,24.91491582
de_cp_1923,CCC0CCC(c2cc(F)c(c4cc(F)c(C(F)(F)Oc6c([2H])c(F)c(F)c(F)c6)c(F)c4)cc2)OC0,28.4,36.42711798,29.81274498
de_cp_1924,CCCC0CCC(c2cc(F)c(c4cc(F)c(C(F)(F)Oc6c([2H])c(F)c(F)c(F)c6)c(F)c4)cc2)OC0,13.6,37.9172839,27.94217942
de_cp_1925,CCCC0CSC(C1CCC(C(F)(F)Oc2cc(F)c(F)c(F)c2)CC1)CC0,22.3,15.89654907,11.28921357
de_cp_1926,CCCC0CSC(c1ccc(c2cc(F)c(C(F)(F)Oc3cc(F)c(F)c(F)c3)c(F)c2)cc1)CC0,22.3,33.57481403,24.79786676
de_cp_1927,CCCC0CSC(c1cc(F)c(c2cc(F)c(C(F)(F)Oc3cc(F)c(F)c(F)c3)c(F)c2)cc1)CC0,14,38.80984133,27.88077804
de_cp_1928,C1OCCOC1c1ccc(c2cc(F)c(C(F)(F)Oc3cc(F)c(F)c(F)c3)c(F)c2)cc1,10.2,27.6279741,19.24273967
de_cp_1929,C1OCCOC1c1cc(F)c(c2cc(F)c(c3ccc(OC(F)(F)(F))cc3)c(F)c2)cc1,-8.2,10.87364201,8.650855945
de_cp_1930,C1OCCOC1c1c(F)c(F)c(C(F)(F)Oc2c(F)c(F)c(OCC)cc2)cc1,8.7,0.190874347,-0.118626994
de_cp_1931,C0CC(C2CCC(C4CCC(C(F)(F)Oc6cc(F)c(F)c(F)c6)CC4)CC2)CC0,8.5,12.07568222,9.195137955
de_cp_1932,C0CC(C=CC2CCC(C(F)(F)Oc4cc(F)c(F)c(F)c4)CC2)CC0,8.6,14.54634707,10.31550062
de_cp_1933,C0CC(CCC2CCC(C(F)(F)Oc4cc(F)c(F)c(F)c4)CC2)CC0,9,13.58232088,9.494788268
de_cp_1934,C0CC(C=CC2CCC(C=CC4CCC(C(F)(F)Oc6cc(F)c(F)c(F)c6)CC4)CC2)CC0,8.9,8.397114264,6.355913032
de_cp_1935,C0CC(CCC2CCC(CCC4CCC(C(F)(F)Oc6cc(F)c(F)c(F)c6)CC4)CC2)CC0,9.2,7.303295733,5.735516305
de_cp_1936,C0CC(COC2CCC(C(F)(F)Oc4cc(F)c(F)c(F)c4)CC2)CC0,18.5,10.71522755,7.062370176
de_cp_1937,C0CC(CCc2ccc(c4cc(F)c(C(F)(F)Oc6cc(F)c(F)c(F)c6)c(F)c4)cc2)C0,18.5,30.22000561,22.62230475
de_cp_1938,C0CC(COc2ccc(c4cc(F)c(C(F)(F)Oc6cc(F)c(F)c(F)c6)c(F)c4)cc2)C0,13.5,35.43653797,30.05234193
de_cp_1939,C0CC(CCC2CCC(C4CCC(c6cc(F)c(C(F)(F)Oc8cc(F)c(F)c(F)c8)c(F)c6)CC4)CC2)C0,16.5,21.76180559,16.85241107
de_cp_1940,CCCC0Cc1cc(c2cc(F)c(C(F)(F)Oc3cc(F)c(F)c(F)c3)c(F)c2)ccc1C0,14.5,32.75809208,25.52869
de_cp_1941,CCCc1cc2CC(c3ccc(c4cc(F)c(C(F)(F)Oc5cc(F)c(F)c(F)c5)c(F)c4)cc3)Cc2cc1,-3.37,23.83294826,17.18823133
de_cp_1942,CCCC0CCC(C2CCC(CCC(F)(F)Oc4ccc(OCC)c(F)c(F)4)CC2)CC0,-6.48,-2.499212812,3.246660812
de_cp_1943,CCCC0CCC(C2CCC(C(C)CCOc4ccc(OCC)c(F)c(F)4)CC2)CC0,-2.7,-5.267033209,-4.248571751
de_cp_1944,CCCCC0CC(c2ccc(OCC)c(F)c(F)2)CC0,-5.3,-3.698145729,-3.713156106
de_cp_1945,CCCCC0CC(c2ccc(c4ccc(OCC)c(F)c(F)4)cc2)CC0,-6.4,-4.192443204,-2.856102062
de_cp_1946,CCCC0CC(C2CCC(C=C)CC2)CC0,-5.1,0.168142152,0.584983708
de_cp_1947,CCCC0CC(C2CCC(C=CC)CC2)CC0,-4.9,0.194977252,0.301583024
de_cp_1948,CCCC0CC(C2CCC(c4ccc(OCC)c(F)c(F)4)CC2)CC0,-7.54,-3.552741606,-2.947103222
de_cp_1949,CCCC0CC(C2CCC(COc4ccc(OCC)c(F)c(F)4)CC2)CC0,-1.99,-6.543965037,-4.289125484
de_cp_1950,CCCC0CCC(C=C(F)c1c(F)c(F)c(OCC)cc1)CC0,-2.37,-7.060482492,-6.844188633
de_cp_1951,CCCC0CCC(C1CCC(C=C(F)c2c(F)c(F)c(OCC)cc2)CC1)CC0,-5.37,-7.072694225,-4.940419398
de_cp_1952,CCCC0CCC(C=C(F)c1c(F)c(F)c(c2c(F)c(F)c(OCC)cc2)cc1)CC0,-10.37,-0.346352794,-0.610002891
de_cp_1953,CCCCOc0ccc(c2ccc(OCC4CCC(C6CCC(c8ccc(OCCCC)c(F)c(F)8)CC6)CC4)c(F)c(F)2)c(F)c(F)0,-6.23,-0.888471382,-0.629425233
de_cp_1954,CCCCCCOc0ccc(C2CCC(COc4ccc(C6CCC(c8ccc(OCCCC)c(F)c(F)8)CC6)c(F)c(F)4)CC2)c(F)c(F)0,-8.24,-4.792742187,-2.037117958
de_cp_1955,CCCCCCOc0ccc(C2CC=C(c4ccc(C6CC=C(c8ccc(OCCCC)c(F)c(F)8)CC6)c(F)c(F)4)CC2)c(F)c(F)0,-8.35,-6.145979293,-2.241507512
de_cp_1956,CCCCCCOc0ccc(C2CCC(C(=O)OC4CCC(C6CCC(c8ccc(OCCCC)c(F)c(F)8)CC6)CC4)CC2)c(F)c(F)0,-8.95,-5.586964284,-5.898177946
de_cp_1957,CCCCCCOc0ccc(c2ccc(OC(=O)C4CCC(C6CCC(c8ccc(OCCCC)c(F)c(F)8)CC6)CC4)c(F)c(F)2)c(F)c(F)0,-7.54,0.470551538,-0.838277776
de_cp_1958,CCCCCCOc0ccc(C2CCC(C(=O)OC4CCC(c6ccc(c8ccc(OCC)c(F)c(F)8)c(F)c(F)6)CC4)CC2)c(F)c(F)0,-6.61,-0.214519706,-3.419868429
de_cp_1959,OCCCCCCc0ccc(C2CCC(OC(=O)C4CCC(c6ccc(c8ccc(OCC)c(F)c(F)8)c(F)c(F)6)CC4)CC2)c(F)c(F)0,-1.86,-5.193277432,-4.51871259
de_cp_1960,CCCCCC0CCC(C2CCC(C4CCC(c6ccc(OCC)c(F)c(F)6)CC4)CC2)CC0,30.27,-2.577301434,-2.02643523
de_cp_1961,Fc0c(F)cc(c2ccc(c4cccc5n(CCC)ccc45)cc2)cc(F)0,21,28.95517389,24.09067094
de_cp_1962,Fc0c(F)cc(c2cccc3n(c6ccc(CCC)cc6)ccc23)cc(F)0,21.1,26.55102345,23.82407111
de_cp_1963,Fc0c(F)cc(c2cc3ccn(c6ccc(CCC)cc6)c3cc2)cc(F)0,19.8,29.8904621,28.20272155
de_cp_1964,Fc0c(F)cc(c2cc3ccn(c6ccc(C8CCC(CCC)CC8)cc6)c3cc2)cc(F)0,33.4,21.81386809,23.13572294
de_cp_1965,CCCCCC0COC(C2CCC(c4cc(F)c(C(F)(F)Oc6cc(F)c(F)c(F)c6)c(F)c4)CC2)OC0,39.1,27.91429013,23.67639674
de_cp_1966,CCCCCC0COC(c2cc(F)c(c4cc(F)c(C(F)(F)Oc6cc(F)c(F)c(F)c6)c(F)c4)cc2)OC0,42.5,41.04022029,27.8139108
de_cp_1967,CCCC0COC(c2cc(F)c(c4cc(F)c(C(F)(F)Oc6cc(F)c(F)c(F)c6)c(F)c4)cc2)OC0,39.7,44.1748692,30.55087209
de_cp_1968,CCCCC0COC(c2cc(F)c(c4cc(F)c(C(F)(F)Oc6cc(F)c(F)c(F)c6)c(F)c4)cc2)OC0,21,40.47226547,33.27703558
de_cp_1969,CCCc0ccc(c2cc(F)c(C(F)=C(F)c4cc(F)c(F)c(F)c4)cc2)cc0,28.3,16.82867478,17.01430491
de_cp_1970,CCCc0ccc(c2cc(F)c(C(F)=C(F)c4cc(F)c(F)c(F)c4)c(F)c2)cc0,19.4,20.50113538,19.44637325
de_cp_1971,CCCC0CCC(c2cc(F)c(C(F)=C(F)c4cc(F)c(F)c(F)c4)cc2)CC0,22.1,13.16615516,14.40526462
de_cp_1972,CCCC0CCC(c2cc(F)c(C(F)=C(F)c4cc(F)c(C(F)(F)F)cc4)cc2)CC0,17.2,17.12815173,19.82813749
de_cp_1973,CCCC0CCC(c2ccc(c4cc(F)c(C(F)=C(F)c6cc(F)c(F)c(F)c6)cc4)cc2)CC0,28.5,7.664004027,11.3516632
de_cp_1974,CCCc0ccc(c2cc(F)c(C(F)=C(F)c4cc(F)c(c6cc(F)c(F)c(F)c6)cc4)cc2)cc0,18.6,19.04033957,18.72230709
de_cp_1975,CCCc0ccc(c2ccc(C(F)=C(F)c4cc(F)c(F)c(F)c4)cc2)cc0,8.93,13.64522084,13.8894748
de_cp_1976,CCCCCC0CCC(c2ccc(C(F)=C(F)c4ccc(OC(F)(F)F)cc4)cc2)OC0,-5.3,6.476674856,7.975572149
de_cp_1977,CCCCOC0CC=C(c2ccc(OCC)c(F)c(F)2)CC0,-7.62,0.014612732,0.347137688
de_cp_1978,CCCCOC0CCC(c2ccc(OCC)c(F)c(F)2)CC0,-7.57,-8.096520465,-4.87289008
de_cp_1979,CCOC0CCC(c2ccc(OCC)c(F)c(F)2)CC0,-7.38,-0.50433647,-2.093158793
de_cp_1980,CC=CCOC0CCC(c2ccc(OCC)c(F)c(F)2)CC0,-5.1,1.019892435,-1.458175309
de_cp_1981,CCCCOC0CCC(c2ccc(C4CCC(OCC)CC4)c(F)c(F)2)CC0,-8.31,1.79688505,1.190967739
de_cp_1982,CCCCOC0CC=C(c2ccc(c4ccc(OCC)c(F)c(F)4)c(F)c(F)2)CC0,-5.17,0.891894401,-0.137661467
