filename,smiles,reason,normal_termination,has_imag_freq,temperature_K,P2,kirkwood_g,density_kg_m3,iterations,converge_threshold,molecular_mass_amu,dipole_x_debye,dipole_y_debye,dipole_z_debye,dipole_debye,dipole_angle_deg,pol_iso_A3,pol_aniso_A3,delta_eps,eps_parallel,eps_perpendicular,eps_static,expde
de_cp_0443.log,CCCCCOc0ccc(OC(=O)c1cc([Cl])c(OC(=O)c2cc([Cl])c(OCCCCC)cc2)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,378.2195,-2.4915,3.0116,-0.3804,3.92708683,50.6215556,40.04049654,49.30260464,2.16517044,9.73324969,7.56807925,8.28980273,0.18
de_cp_0444.log,CCCCCOc0ccc(OC(=O)c1ccc(OC(=O)c2cc(C#N)c(OCCCCC)cc2)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,340.18141,-2.8863,-2.2487,2.0723,4.204974039,46.65408204,25.75272438,16.0131032,2.72903017,10.15100323,7.421973057,8.33164978,-3.2
de_cp_0445.log,CCCCCOc0ccc(OC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,340.18141,-2.3489,-1.1049,-0.0906,2.597372438,25.26586429,25.6449447,14.93880511,3.084316102,6.052166027,2.967849925,3.995955292,-0.8
de_cp_0446.log,CCCCCCCCOc0ccc(OC(=O)c1c([Cl])cc(OC(=O)c2ccc(C#N)cc2)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,368.21271,-1.3734,-1.9046,0.0073,2.348144376,54.20496603,27.60542842,11.89732434,0.253010908,3.54070575,3.287694842,3.372031812,-1.2
de_cp_0447.log,N#Cc0ccc(OC(=O)c1ccc(OC(=O)c2ccc(CCCCCCC)cc2)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,368.21271,2.0329,-1.4291,0.7231,2.588026822,38.23287776,27.99382054,16.33743676,1.783549626,4.990660264,3.207110638,3.80162718,1.8
de_cp_0448.log,N#Cc0ccc(OC(=O)c1c([Cl])cc(OC(=O)c2ccc(CCCCCCC)cc2)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,262.26605,-0.1825,0.0375,-0.1121,0.21743714,32.93129759,22.68263356,8.017855663,0.193547353,1.984246758,1.790699405,1.855215189,-1.2
de_cp_0450.log,CCCCCOc0ccc(OC(=O)c1ccc(OC(=O)c2ccc(OCC#N)cc2)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,298.24721,-0.7019,0.1084,-0.0608,0.712818918,10.04138836,22.91740754,6.097728472,0.365656619,2.130542327,1.764885709,1.886771248,-2.7
de_cp_0451.log,CCCC(=O)Oc0ccc(C#Cc1ccc(OC)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,276.2817,0.0388,-0.176,0.1198,0.216410443,79.67165441,23.47833606,5.206816776,0.097562608,1.900441361,1.802878753,1.835399622,-3.7
de_cp_0452.log,CCCCC(=O)Oc0ccc(C#Cc1ccc(OC)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,312.26286,1.0373,-2.0597,-1.3685,2.681631524,67.24342706,24.14872369,4.577484841,-1.161793597,3.691061008,4.852854605,4.465590072,-4.2
de_cp_0453.log,CCCCCC(=O)Oc0ccc(C#Cc1ccc(OC)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,312.26286,0.4552,-0.3725,-0.1398,0.604572022,41.15523444,24.22024751,5.49743826,0.163239856,1.951763477,1.788523621,1.842936907,-3.7
de_cp_0454.log,CCCCCCC(=O)Oc0ccc(C#Cc1ccc(OC)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,290.29735,-0.2236,-0.0865,-0.1201,0.268147758,33.50178596,24.75148969,6.667547798,0.154036828,1.949400786,1.795363958,1.846709567,-2.7
de_cp_0455.log,CCCCCCCC(=O)Oc0ccc(C#Cc1ccc(OC)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,326.27851,-2.4067,-1.8177,0.0661,3.016721298,37.08073954,25.43145993,9.189763815,2.816305553,7.011059386,4.194753833,5.133522351,0.8
de_cp_0456.log,CCCCCCCCC(=O)Oc0ccc(C#Cc1ccc(OC)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,326.27851,0.5059,-0.323,-0.1607,0.621360041,35.49346548,25.53044732,9.627680466,0.258893312,2.025300049,1.766406737,1.852704508,-3.2
de_cp_0457.log,CCCCCCCCCC(=O)Oc0ccc(C#Cc1ccc(OC)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,348.28284,-0.8649,0.3073,0.0387,0.918685468,19.70283209,29.68648509,16.75996566,0.613418597,2.481694702,1.868276104,2.07274897,0.39
de_cp_0458.log,CCCC(=O)Oc0ccc(C#Cc1ccc(OCCCCCC)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,339.16346,6.221,-2.4161,-1.2907,6.797373515,23.76493904,30.27112316,29.56296061,27.45938442,40.18857954,12.72919512,21.88232326,48.9
de_cp_0459.log,CCCCC(=O)Oc0ccc(C#Cc1ccc(OCCCCCC)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,393.15404,1.25,-2.2346,-1.2766,2.861056574,64.09364684,37.93424847,45.10171508,-0.120242653,4.654737966,4.77498062,4.734899735,-2.87
de_cp_0460.log,CCCCCC(=O)Oc0ccc(C#Cc1ccc(OCCCCCC)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,407.16969,0.9629,-0.8975,-0.3839,1.371153482,45.39175997,39.14793064,43.19549746,0.881984795,3.079543733,2.197558938,2.491553869,-2.77
de_cp_0461.log,CCCCOC(=O)Oc0ccc(C#Cc1ccc(OC)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,421.18534,1.1532,-2.4242,1.7357,3.196759354,68.85433129,40.46213143,43.79812339,-0.870144909,4.653297425,5.523442334,5.233394031,-2.7
de_cp_0462.log,CCCCOC(=O)c0ccc(C#Cc1ccc(OCCCCCC)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,435.20099,-1.3364,1.9622,-1.2811,2.697667698,60.30447068,41.58947131,46.33634914,0.307887456,4.314641721,4.006754266,4.109383418,-2.85
de_cp_0463.log,F/C=C(\F)C0CCC(C1CCC(c2ccc(F)c(F)c2)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,463.23229,-1.1824,1.31,2.571,3.118366681,67.71754315,44.08292603,44.47657241,-0.586822884,4.327199631,4.914022515,4.718414887,-2.94
de_cp_0464.log,F\C=C(\F)C0CCC(C1CCC(c2ccc(F)c(F)c2)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,407.16969,1.5247,-2.2245,0.5082,2.744335544,56.24927528,40.85491971,51.89880814,0.799202762,5.041272093,4.24206933,4.508470251,0.38
de_cp_0465.log,F/C=C(\F)CCC0CCC(C1CCC(c2ccc(F)c(F)c2)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,366.17952,-0.8895,-2.9938,1.6125,3.514854896,75.3408193,35.6709246,37.13701889,-2.439636087,5.105193277,7.544829364,6.731617335,-2.23
de_cp_0466.log,F\C=C(\F)CCC0CCC(C1CCC(c2ccc(F)c(F)c2)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,300.1701,1.7626,-2.4073,0.2647,2.995316033,53.95275894,22.93168266,15.08297357,0.484972971,5.673625108,5.188652137,5.350309794,-10.1
de_cp_0467.log,C=CC0CCC(C1CCC(CCCCC)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,282.17952,-0.6493,-3.8522,0.3438,3.921636619,80.46973111,22.8392154,15.04252379,-5.302127175,5.437955941,10.74008312,8.972707391,-8.5
de_cp_0468.log,F/C=C(\F)C0CCC(C1CCC(CCCCC)CC1)CC0,,TRUE,TRUE,298,0.6,1,1000,25,0.001,294.12315,-1.4219,-2.5622,0.4327,2.962076593,61.31232169,25.13627599,25.54065191,-0.350506844,5.430010094,5.780516938,5.663681323,-7.9
de_cp_0469.log,F\C=C(\F)C0CCC(C1CCC(CCCCC)CC1)CC0,,TRUE,TRUE,298,0.6,1,1000,25,0.001,276.13257,0.0856,-3.7747,0.5352,3.81341402,88.71376917,25.05334195,25.55347162,-5.611271581,5.540857056,11.15212864,9.281704776,-7.2
de_cp_0470.log,C=CCC0CCC(C1CCC(CCCCC)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,382.24835,-0.711,-2.0195,1,2.363027983,72.48922571,29.91133069,17.79021503,-0.679962571,2.944839209,3.62480178,3.39814759,-8.4
de_cp_0471.log,F/C=C(\F)CC0CCC(C1CCC(CCCCC)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,380.2327,-0.1577,-2.4465,-0.2295,2.46229604,86.32792612,30.87448191,20.30292489,-1.147980316,2.871581075,4.01956139,3.636901285,-9.2
de_cp_0472.log,F\C=C(\F)CC0CCC(C1CCC(CCCCC)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,362.24212,-0.745,2.5369,0.375,2.670489021,73.80095369,30.59915472,19.43848214,-1.146156184,3.454313976,4.60047016,4.218418099,-7.3
de_cp_0473.log,C=CCCC0CCC(C1CCC(CCCCC)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,376.2014,1.7974,-2.4851,-0.2993,3.081549815,54.31857334,32.49176983,28.44965677,0.612548762,5.453871342,4.84132258,5.045505501,-8.6
de_cp_0474.log,F/C=C(\F)CCC0CCC(C1CCC(CCCCC)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,394.19198,1.7661,-2.4896,-3.0563,4.319512364,65.86640674,32.79989524,28.3124831,-2.132562817,6.649068654,8.781631471,8.070777199,-8.1
de_cp_0475.log,F\C=C(\F)CCC0CCC(C1CCC(CCCCC)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,376.2014,1.0612,-2.8252,-1.527,3.382252131,71.71430291,32.64948776,28.07527102,-1.789720981,4.60249992,6.3922209,5.79564724,-7
de_cp_0476.log,CCCCCC0CCC(CCc1c(F)cc(OCCCC)cc1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,264.18894,-0.5837,1.9544,-0.256,2.055704514,73.50440752,22.30787443,14.83960172,-0.797796119,3.189558869,3.987354989,3.721422949,-2.1
de_cp_0477.log,CCCCCCCc0ccc(C(=O)Oc1ccc(C#N)c(F)c1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,351.18344,-6.5921,-1.0493,0.1491,6.67675398,9.133528105,32.88520024,34.95336957,33.29261873,43.25828037,9.965661632,21.06320121,13.7
de_cp_0478.log,CCCCCOc0ccc(c1c(F)c(F)c(c2cc3ncoc3cc2)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,305.14158,6.0711,0.7228,-1.4918,6.293342696,15.27204158,30.75069828,38.22586413,33.50105386,44.89676003,11.39570616,22.56272412,10.7
de_cp_0479.log,CCCCCCOc0ccc(c1c(F)c(F)c(c2cc3ncoc3cc2)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,379.21474,-5.8119,-2.0449,-0.2711,6.167113817,19.54107651,34.84756096,33.67898281,22.32484598,31.57433786,9.249491877,16.6911072,5.5
de_cp_0480.log,CCCCCCCOc0ccc(c1c(F)c(F)c(c2cc3ncoc3cc2)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,402.15796,-6.9606,-0.5395,-1.3761,7.115803807,11.9886251,38.24158356,42.65595502,32.46666991,42.74741828,10.28074837,21.10297167,9.5
de_cp_0481.log,CCCCCCCCOc0ccc(c1c(F)c(F)c(c2cc3ncoc3cc2)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,299.18853,4.8926,1.171,-1.276,5.190082057,19.49294428,26.01362826,20.93163252,19.21691092,27.43440864,8.217497719,14.62313469,7
de_cp_0482.log,CCCCCCCCCCOc0ccc(c1c(F)c(F)c(c2cc3ncoc3cc2)cc1)cc0,,TRUE,TRUE,298,0.6,1,1000,25,0.001,273.17288,4.9883,1.8002,1.0244,5.401226925,22.54937327,23.44761243,18.46971576,21.36664904,31.25685296,9.89020392,17.01242027,11
de_cp_0483.log,CCCCCCOc0ccc(c1c(F)c(F)c(c2oc3ccccc3n2)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,307.15723,-5.6468,-1.2676,-1.6366,6.014284626,20.13268878,28.7307925,29.41981609,26.39778132,37.20807736,10.81029603,19.60955647,17
de_cp_0484.log,CCCCCCOc0ccc(c1c(F)c(F)c(c2ccccc2)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,309.11874,-5.3299,1.236,1.0654,5.574101468,17.02247708,30.34995743,35.9568784,24.58313466,33.8270941,9.243959448,17.43833767,19.7
de_cp_0485.log,CCCC0CCC(c1c(F)c(F)c(OCCF)cc1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,340.12504,-5.6685,-0.0042,-0.2145,5.672558518,2.167493343,26.77435917,22.60597282,22.93117543,29.8095589,6.87838347,14.52210861,22.8
de_cp_0486.log,CCCC0CCC(c1c(F)c(F)c(OCC)cc1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,322.13446,-4.7925,1.5004,-0.5083,5.047536558,18.29131472,26.51256618,23.33592934,16.69273625,23.73196538,7.039229131,12.60347455,17.2
de_cp_0487.log,CCCc0ccc(c1c(F)c(F)c(OCCF)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,304.14389,4.3315,-0.1577,0.1122,4.335821765,2.558400826,26.28860969,23.78079612,15.38435522,20.63279489,5.248439671,10.37655808,12.1
de_cp_0488.log,CCCc0ccc(c1c(F)c(F)c(OCC)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,404.21271,-5.0958,-0.7619,-0.2112,5.156769792,8.819316816,33.66400968,25.79556524,15.51279018,21.08705625,5.574266079,10.74519614,17.9
de_cp_0489.log,CCCC0CCC(C1CCC(c2c(F)c(F)c(OCCF)cc2)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,386.22214,4.4104,0.0725,0.2154,4.416251982,2.949919558,33.43817618,26.19262573,12.32579081,16.93137271,4.605581902,8.714178839,11.3
de_cp_0490.log,CCCC0CCC(C1CC=C(c2c(F)c(F)c(OCCF)cc2)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,263.14856,-5.321,-0.9182,0.1793,5.402617952,9.97187009,21.34531595,16.68450692,26.30338962,34.6371754,8.333785775,17.10158232,32
de_cp_0491.log,CCCC0CCC(C1CC=C(c2c(F)c(F)c(OCC)cc2)CC1)CC0,,TRUE,TRUE,298,0.6,1,1000,25,0.001,249.15175,4.0764,0.3872,0.4289,4.117149015,8.0678301,25.45763923,28.20711109,18.59999899,24.94297042,6.342971431,12.54297109,21.6
de_cp_0492.log,CCCC0CCC(c1ccc(c2c(F)c(F)c(OCCF)cc2)cc1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,255.1987,-3.8627,0.419,0.4197,3.907961154,8.728615708,23.11982785,17.02639862,14.68795851,20.15494416,5.466985653,10.36297182,18
de_cp_0493.log,CCCC0CCC(c1cc(F)c(c2c(F)c(F)c(OCCF)cc2)cc1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,271.15723,-4.1345,-2.5283,0.5831,4.88122902,32.11095675,23.42424864,19.4141225,13.10288856,22.98257301,9.879684452,14.24731397,16.8
de_cp_0494.log,CCCC0CCC(c1cc(F)c(c2c(F)c(F)c(OCC)cc2)cc1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,233.21435,0.4039,-2.8854,-0.0301,2.91368742,82.03190821,18.95914696,3.222336675,-3.635044371,4.005345652,7.640390023,6.428708566,8.3
de_cp_0495.log,CCCC0CCC(c1ccc(OCCF)cc1)CC0,,TRUE,TRUE,298,0.6,1,1000,25,0.001,275.2613,0.1601,-2.9772,0,2.98150161,86.92186369,22.58695563,3.585483554,-3.350065358,3.650194738,7.000260096,5.883571643,-8.2
de_cp_0496.log,CCCCCCCCOc0ccc(C(=O)Oc1ccc(C#N)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,264.16448,-1.7092,-0.072,0,1.710715827,2.412156909,21.86559246,14.46667188,2.395619743,4.646338176,2.250718433,3.049258347,4.2
de_cp_0497.log,CCCCc0ccc(C(=O)Oc1ccc(C=CC#N)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,248.19403,1.9563,-0.0869,0,1.958229123,2.543440307,20.99243876,12.1857569,3.346495484,5.883556845,2.537061361,3.652559855,4
de_cp_0498.log,CCCCCCCCOc0ccc(C(=O)Oc1ccc(CCC#N)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,342.21591,-2.8862,-1.7532,-0.0962,3.378330227,31.31449449,30.6914244,25.48535057,5.059594922,9.71138104,4.651786118,6.338317759,6.3
de_cp_0499.log,CCCCCCC(=O)Oc0ccc(C(=O)Oc1ccc(C=C(C#N)(C#N))cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,330.27228,1.9369,0.4102,-0.1932,1.989264158,13.17545947,27.95178548,13.93153753,2.359581238,4.774918471,2.415337233,3.201864312,3
de_cp_0500.log,CCCCCC0CCC(C(=O)Oc1ccc(C#N)cc1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,348.26286,2.9998,-0.886,0.7563,3.218040666,21.22243519,28.2956234,14.43004429,5.366227556,9.075543092,3.709315537,5.498058055,6.4
de_cp_0501.log,CCCCCCC0COC(c1ccc(C#N)cc1)OC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,376.29416,2.5808,-1.2352,-1.2252,3.112452846,33.98486549,30.62706284,14.81474181,3.124477001,7.036629888,3.912152887,4.953645221,5.1
de_cp_0502.log,CCCCCCc0ccc(C(=O)Oc1ccc(C#N)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,376.29416,2.662,-1.647,-0.1286,3.132952435,31.82336218,30.62409914,15.12747419,3.453877013,7.302558302,3.848681289,4.999973627,5.5
de_cp_0503.log,CCCCCc0ccc(C(=O)Sc1ccc(C#N)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,298.19084,3.7895,-0.9008,-0.0521,3.895441605,13.39312022,22.44529105,12.43837227,10.58698216,15.21757042,4.630588264,8.159582317,9.2
de_cp_0504.log,CCCC0CCc1c(F)c(c2cc(F)c(F)c(F)c2)c(F)cc1C0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,380.26909,3.9393,-0.1888,0.1916,3.948473185,3.906314611,29.44128879,14.77378623,9.107671929,12.97416452,3.866492588,6.902383231,9.1
de_cp_0505.log,CCCC0CCc1c(F)c(c2cc(F)c(F)c(F)c2)ccc1C0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,430.26589,3.9239,-0.9047,0.1159,4.028511649,13.08578126,31.34625263,15.30552317,7.529591883,11.28737435,3.757782465,6.267646426,6.3
de_cp_0506.log,CCCC0CCc1cc(c2cc(F)c(F)c(F)c2)ccc1C0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,480.2627,4.1907,1.1669,0.3044,4.360766155,16.0541311,33.26504704,16.36726514,7.466136896,11.3506745,3.884537607,6.373249906,7.5
de_cp_0507.log,CCCC3CCC(C0CCc1c(F)c(c2cc(F)c(F)c(F)c2)ccc1C0)CC3,,TRUE,TRUE,298,0.6,1,1000,25,0.001,286.15445,-2.596,0.4241,-0.2144,2.639137012,10.37349312,20.95894901,13.94136557,4.89758677,7.784531805,2.886945035,4.519473958,7.1
de_cp_0508.log,CCCC3CCC(C0CCc1cc(c2cc(F)c(F)c(F)c2)ccc1C0)CC3,,TRUE,FALSE,298,0.6,1,1000,25,0.001,350.24212,-3.24,0.5012,-1.7106,3.697966171,28.8177628,28.00720656,16.02827902,5.899417989,10.67507573,4.775657745,6.742130408,5.2
de_cp_0509.log,CCCC0CCC(c1cc(F)c(C#N)c(F)c1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,368.2327,-3.0473,0.2777,-0.4891,3.098769657,10.45734861,27.98369459,16.04415462,5.312181265,8.370308588,3.058127322,4.828854411,6.9
de_cp_0510.log,CCCCCc0ccc(c1ccc(C#N)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,418.22951,3.2018,-0.6662,0.5226,3.311866006,14.81282948,29.89656161,15.78835531,4.926000376,7.995484841,3.069484465,4.71148459,6.5
de_cp_0511.log,CCCCCC0CCC(c1ccc(C#N)cc1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,450.23574,-4.7466,0.0204,-0.0215,4.74669253,0.357752757,31.1701104,15.07452953,10.8404601,14.97218126,4.13172116,7.745207859,3.9
de_cp_0512.log,CCCC0CCC(C(=O)Oc1ccc(C#N)cc1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,246.19837,-0.0704,-1.1894,0.363,1.245551091,86.75984898,22.12975641,14.40076892,-0.176863326,2.472757144,2.64962047,2.590666028,-0.1
de_cp_0513.log,CCCC0CCC(C1CCC(C#N)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,278.29735,0.0015,-0.0114,0.0051,0.012578553,83.1511455,23.52160599,4.966150919,0.102940728,1.881612411,1.778671683,1.812985259,-0.5
de_cp_0514.log,CCCC0CCC(C1CCC(C#N)(CCC)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,280.27662,0.3295,-0.2421,1.1535,1.223823888,74.3810665,23.11118374,6.414942601,-0.208799625,2.216533776,2.4253334,2.355733525,-0.4
de_cp_0515.log,CCCCCC0CCC(c1ccc([Cl])cc1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,262.26605,-0.2284,0.1176,0.0198,0.257659388,27.5705494,22.46929697,6.510222856,0.170786221,1.966234328,1.795448108,1.852376848,0.3
de_cp_0516.log,CCCCCC0CCC(c1ccc(F)cc1)CC0,,TRUE,TRUE,298,0.6,1,1000,25,0.001,310.26605,-0.257,-0.0391,0.0303,0.261717214,10.89478706,28.19140015,17.40397766,0.364607914,2.157930811,1.793322897,1.914858868,-1
de_cp_0517.log,CCCCCC0CCC(c1ccc(c2ccc(F)c(F)c2)cc1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,402.32865,0.0047,0.0306,-0.0394,0.050107983,84.61789152,39.0988815,29.50457245,0.440628456,2.26858609,1.827957634,1.974833786,-0.1
de_cp_0518.log,CCCCCC0CCC(C1CCC(c2ccc(F)cc2)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,420.31923,-0.5527,-1.2386,-0.4788,1.438352074,67.40224256,39.24676984,29.32422913,0.205643827,2.619490384,2.413846556,2.482394499,0
de_cp_0519.log,CCCCCC0CCC(C1CCC(c2ccc(F)c(F)c2)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,388.23779,-4.0971,-0.5728,0.406,4.156821412,9.723963439,33.49181905,26.50432311,10.3494688,14.71782326,4.36835446,7.818177393,12.8
de_cp_0520.log,CCCCCC0CCC(C1CCC(CCc2ccc(F)c(F)c2)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,394.28474,-3.6597,-0.8974,0.125,3.770193079,13.90560129,31.14580811,15.69906489,7.371474385,11.20031008,3.828835699,6.285993827,8.3
de_cp_0521.log,CCCCCC0CCC(CCC1CCC(c2ccc(F)c(F)c2)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,368.2327,-3.9959,-0.6714,1.1503,4.212028592,18.43413908,28.2219756,16.6640823,9.347115758,14.08755148,4.740435718,7.85614097,7.4
de_cp_0522.log,CCCCCC0CCC(c1ccc(C(F)(F)(F))cc1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,386.22328,-4.3456,-1.9636,1.7252,5.071122101,31.0263154,28.71108393,16.84628008,9.326357995,16.47910129,7.152743297,10.26152929,8.8
de_cp_0523.log,CCCCCC0CCC(C1CCC(c2ccc(C(F)(F)(F))cc2)CC1)CC0,,TRUE,TRUE,298,0.6,1,1000,25,0.001,386.22328,-3.3463,1.2485,0.2191,3.578334913,20.74669919,28.2675177,16.39383716,5.840827901,9.567327087,3.726499186,5.67344182,9
de_cp_0524.log,CCCCCC0CCC(C1CCC(c2ccc(C(F)(F)C(F)(F)(F))cc2)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,404.21386,-4.5518,0.5289,0.6591,4.629582191,10.51760244,28.73676928,16.56310581,11.15176741,15.66867943,4.516912022,8.234167824,10.5
de_cp_0525.log,CCCCCC0CCC(C1CCC(c2ccc(C(F)(F)C(F)(F)C(F)(F)(F))cc2)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,398.22328,4.5125,-0.745,-0.5379,4.605107779,11.50991091,30.97786544,20.96406485,11.61342359,16.36275103,4.749327443,8.620468639,9.8
de_cp_0526.log,CCCC0CCC(c1ccc(OC(F)(F)(F))cc1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,416.21386,4.2139,-0.164,-1.0253,4.339941163,13.84231163,31.05931764,19.11132759,9.268131085,13.53705521,4.268924129,7.358301157,10.7
de_cp_0527.log,CCCC0CCC(C1CCC(c2ccc(OC(F)(F))cc2)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,350.16576,4.6457,-1.348,-0.885,4.917606886,19.14223011,28.85561342,24.65753456,14.2457519,20.6554773,6.409725396,11.15830936,15.2
de_cp_0528.log,CCCC0CCC(C1CCC(c2ccc(OC(F)(F)(F))cc2)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,368.15634,5.4039,-0.8727,0.2606,5.480114311,9.566778083,29.0031066,23.5169461,18.85242806,25.24432698,6.391898926,12.67604161,20.5
de_cp_0529.log,CCCC0CCC(C1CCC(c2ccc(OC(F)(F)C(F)(F)(F))cc2)CC1)CC0,,TRUE,TRUE,298,0.6,1,1000,25,0.001,344.11881,-5.0072,-1.1414,-0.4415,5.154587088,13.73443208,31.48673173,34.95833906,18.68467559,25.54556959,6.860893999,13.0891192,17.6
de_cp_0530.log,CCCC0CCC(C1CCC(c2ccc(OC(F)(F)C(F)C(F)(F)(F))cc2)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,354.19706,4.7611,-1.3964,0.5735,4.99468802,17.59203161,27.68436147,18.58977259,14.4384702,20.67948994,6.241019736,11.05384314,15.1
de_cp_0531.log,CCCC0CCC(c1ccc(OCC)cc1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,374.20329,-5.0208,1.0347,-1.2259,5.270850742,17.71917092,26.5869549,14.36489168,14.51136885,20.76013713,6.248768276,11.08589123,13.9
de_cp_0532.log,CCCCCC0CCC(C1CCC(CCC)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,356.21271,-3.756,-0.0655,1.7697,4.152549138,25.24334998,26.40424316,14.56598674,7.940286974,13.05699202,5.116705045,7.76346737,9.8
de_cp_0533.log,CCCCCC0CCC(C1CCC(OCC)CC1)CC0,,TRUE,TRUE,298,0.6,1,1000,25,0.001,376.16501,-5.8735,0.2764,-0.5796,5.908496879,6.239192458,31.01199732,23.64212046,22.60158,29.67600713,7.074427127,14.60828713,21.4
