filename,smiles,reason,normal_termination,has_imag_freq,temperature_K,P2,kirkwood_g,density_kg_m3,iterations,converge_threshold,molecular_mass_amu,dipole_x_debye,dipole_y_debye,dipole_z_debye,dipole_debye,dipole_angle_deg,pol_iso_A3,pol_aniso_A3,delta_eps,eps_parallel,eps_perpendicular,eps_static,expde
de_cp_0021.log,CCCC0CCC(C1CCC(COc2nc(F)c(OCC)cc2)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,377.27301,-0.5212,-1.9419,1.7683,2.677594058,78.7755839,31.48687992,19.34791592,-1.324172285,3.215704747,4.539877033,4.098486271,-2.7
de_cp_0022.log,CCCC0CCC(C1CCC(COc2c(F)nc(OCC)cc2)CC1)CC0,,TRUE,TRUE,298,0.6,1,1000,25,0.001,377.27301,0.0795,-2.4361,0.5653,2.502092634,88.1792116,31.62987816,18.86709202,-1.276710604,2.934929984,4.211640588,3.786070387,-2.1
de_cp_0023.log,CCCC0CCC(C1CCC(COc2c(F)c(F)c(OCC)cc2)CC1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,394.26834,0.0408,-4.8625,0.8611,4.938326042,89.5266221,32.1286185,19.41839076,-6.799392589,5.524524807,12.3239174,10.0574532,-6
de_cp_0024.log,CCCCCC0CCC(C(=O)Oc1ccc(OCC)nc(F)1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,337.20532,-1.1985,0.1838,-0.933,1.529926041,38.42971577,27.55494682,19.21394578,0.864022745,3.104071043,2.240048297,2.528055879,-1.1
de_cp_0025.log,CCCCCC0CCC(C(=O)Oc1ccc(OCC)c(F)n1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,337.20532,0.9333,-3.9915,0.2044,4.104253952,76.8560583,27.54852549,18.25181795,-4.378810296,5.447255309,9.826065605,8.366462173,-5.3
de_cp_0026.log,CCCCCC0CCC(C(=O)Oc1ccc(OCC)c(F)c(F)1)CC0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,354.20065,-0.7263,-3.3093,-0.9577,3.520819148,78.09513784,27.95919471,18.07895811,-2.885219876,4.214910952,7.100130828,6.138390869,-4.6
de_cp_0027.log,CCCCCc0ccc(C(=O)Oc1ccc(OCC)nc(F)1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,331.15837,2.1255,0.0411,-0.9601,2.332644737,24.32863791,29.31987612,28.53935175,3.076796361,5.933596534,2.856800173,3.88239896,-5
de_cp_0028.log,CCCCCc0ccc(C(=O)Oc1ccc(OCC)c(F)c(F)1)cc0,,TRUE,TRUE,298,0.6,1,1000,25,0.001,348.1537,1.4272,-2.7573,-1.2467,3.345723243,64.74963926,29.88169375,28.65522427,-0.985106952,5.35204064,6.337147592,6.008778608,-3.5
de_cp_0029.log,CCCCCc0ccc(c1cc(F)c(c2ccc4OC(C(F)(F)(F))CCc4c2)c(F)c1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,460.18256,4.9895,1.9234,0.4739,5.368347886,21.65396736,40.22962962,39.94806032,12.72080436,19.04521963,6.324415262,10.56468338,17.4
de_cp_0030.log,CCCCCc0ccc(c1cc(F)c(c2cc(F)c4OC(C(F)(F)(F))CCc4c2)cc1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,460.18256,4.745,-2.0562,1.7442,5.457583447,29.60724976,40.16961482,42.30809256,10.66357951,17.97763787,7.314058363,10.86858487,16.9
de_cp_0031.log,CCCCCc0ccc(c1cc(F)c(c2ccc4OC(F)(F)CCc4c2)c(F)c1)cc0,,TRUE,FALSE,298,0.6,1,1000,25,0.001,428.17633,-4.681,1.8291,-0.7414,5.080063166,22.86171158,38.39589323,38.11253609,12.07943855,18.41812508,6.338686532,10.36516605,18.7
