id,xyz_file,smiles,name,status,reason,ff_used,min_energy_kcal,delta_eps,delta_eps_am1,delta_eps_r2scan3c
de_cp_0637,de_cp_0637.xyz,CCC0CCC(c1ccc(c2c(F)c(F)c(OCC)cc2)cc1)CC0,,ok,ok,mmff,76.052563,-6,-4.252702168,-2.861597808
de_cp_0638,de_cp_0638.xyz,CCCC0CCC(c1ccc(c2c(F)c(F)c(OCC)cc2)cc1)CC0,,ok,ok,mmff,74.554381,-5.9,-4.008768872,-2.382315351
de_cp_0639,de_cp_0639.xyz,CCCCCC0CCC(c1ccc(c2c(F)c(F)c(OCC)cc2)cc1)CC0,,ok,ok,mmff,75.69783,-5.3,-3.617117207,-2.702585905
de_cp_0640,de_cp_0640.xyz,C=CC0CCC(c1ccc(c2c(F)c(F)c(OCC)cc2)cc1)CC0,,ok,ok,mmff,83.708243,-6.1,-4.633941018,-2.558614526
de_cp_0641,de_cp_0641.xyz,CCC0CCC(c1ccc(c2c(F)c(F)c(OCCCC)cc2)cc1)CC0,,ok,ok,mmff,74.147789,-5.6,-4.183095967,-2.19839752
de_cp_0642,de_cp_0642.xyz,CCCC0CCC(c1ccc(c2c(F)c(F)c(OCCCC)cc2)cc1)CC0,,ok,ok,mmff,74.841122,-5.4,-3.608327505,-1.854552872
de_cp_0643,de_cp_0643.xyz,CCCCCC0CCC(c1ccc(c2c(F)c(F)c(OCCCC)cc2)cc1)CC0,,ok,ok,mmff,75.878624,-5,-3.551479869,-0.499717316
de_cp_0644,de_cp_0644.xyz,C=CC0CCC(c1ccc(c2c(F)c(F)c(OCCCC)cc2)cc1)CC0,,ok,ok,mmff,83.216486,-5.6,-0.874335842,-3.01783534
de_cp_0645,de_cp_0645.xyz,CCC0CCC(C1CCC(c2c(F)c(F)c(OCC)cc2)CC1)CC0,,ok,ok,mmff,61.724289,-5.7,-4.262123682,-2.123197252
de_cp_0646,de_cp_0646.xyz,CCCC0CCC(C1CCC(c2c(F)c(F)c(OCC)cc2)CC1)CC0,,ok,ok,mmff,64.917141,-6,-3.916543252,-2.495100691
de_cp_0647,de_cp_0647.xyz,CCCCCC0CCC(C1CCC(c2c(F)c(F)c(OCC)cc2)CC1)CC0,,ok,ok,mmff,64.811247,-5.3,-3.702868615,-0.649609222
de_cp_0648,de_cp_0648.xyz,CCC0CCC(C1CCC(c2c(F)c(F)c(C)cc2)CC1)CC0,,ok,ok,mmff,51.132362,-2.1,-1.566518656,-0.598270757
de_cp_0649,de_cp_0649.xyz,CCCC0CCC(C1CCC(c2c(F)c(F)c(C)cc2)CC1)CC0,,ok,ok,mmff,51.360305,-2.8,-1.440633943,6.668760989
de_cp_0650,de_cp_0650.xyz,CCCC0CCC(C(F)(F)C(F)(F)C1CCC(C(F)(F)Oc2cc(F)c(F)c(F)c2)CC1)CC0,,ok,ok,mmff,96.241893,9.4,9.566139356,-2.800803991
de_cp_0651,de_cp_0651.xyz,CCCC0CCC(C1C(F)(F)c2c(F)c(C)ccc2C1)CC0,,ok,ok,mmff,40.358023,-6.9,-4.163617574,-2.362772998
de_cp_0652,de_cp_0652.xyz,CCCC0CCC(C1C(F)(F)c2c(F)c(OCC)ccc2C1)CC0,,ok,ok,mmff,51.429046,-10.5,-5.738761336,1.862972188
de_cp_0653,de_cp_0653.xyz,CCCC0CCC(C1C(F)(F)c2c(F)c(F)c(F)cc2C1)CC0,,ok,ok,mmff,43.307286,-2.3,2.107590685,-9.412276328
de_cp_0654,de_cp_0654.xyz,CCCC0CCC(C1C(F)(F)c2c(F)c(F)c(OCC)cc2C1)CC0,,ok,ok,mmff,58.091018,-13.5,-10.27946009,7.49391788
de_cp_0655,de_cp_0655.xyz,CCCCC0COC(C1C(F)(F)c2c(F)c(F)ccc2C1)CC0,,ok,ok,mmff,35.743343,-15.8,4.249381232,1.359873594
de_cp_0656,de_cp_0656.xyz,CCCCCC0COC(C1C(F)(F)c2c(F)c(F)ccc2C1)CC0,,ok,ok,mmff,34.275594,-15.6,0.521847451,-1.679238026
de_cp_0657,de_cp_0657.xyz,CCCCCC0CCC(C1C(F)(F)c2c(F)c(F)ccc2C1)CC0,,ok,ok,mmff,43.61781,-7.8,-3.6285522,20.14218056
de_cp_0658,de_cp_0658.xyz,CCCC0COC(C1CCC(c2cc(F)c(F)c(F)c2)CC1)OC0,,ok,ok,mmff,25.532502,21.8,19.21466375,10.82209521
de_cp_0659,de_cp_0659.xyz,CCCCCC0CCC(C1CCC(C(F)(F)Oc2cc(F)c(S(F)(F)(F)(F)(F))cc2)CC1)CC0,,ok,ok,uff,43.569614,14.3,,0.896565383
de_cp_0660,de_cp_0660.xyz,CCCc0ccc(\C(F)=C(F)\c1ccc(CCC)cc1)cc0,,ok,ok,mmff,59.235434,3,0.608611055,-1.623074803
de_cp_0661,de_cp_0661.xyz,CCCc0ccc(C(/F)=C(/F)C(/F)=C(/F)c1ccc(CCC)cc1)cc0,,ok,ok,mmff,70.900139,2.8,-2.838663473,26.0179556
de_cp_0662,de_cp_0662.xyz,CCCc0ccc(C(/F)=C(\F)C(=O)Oc1cc(F)c(F)c(F)c1)cc0,,ok,ok,mmff,62.668795,29.7,28.87477049,5.388017043
de_cp_0663,de_cp_0663.xyz,CCCC0CCC(C1CCC(C(F)(F)C(F)(F)(F))CC1)CC0,,ok,ok,mmff,83.190227,5.8,6.181089582,4.991675347
de_cp_0664,de_cp_0664.xyz,CCCC0CCC(C1CCC(C(F)(F)C(F)(F)C(F)(F)(F))CC1)CC0,,ok,ok,mmff,80.717752,6.8,5.742866411,6.475372733
de_cp_0665,de_cp_0665.xyz,CCCC0CCC(C1CCC(C(F)(F)C(F)C(F)(F)(F))CC1)CC0,,ok,ok,mmff,36.197063,7.7,9.275586164,9.34619181
de_cp_0666,de_cp_0666.xyz,CCCC0CCC(C1CCC(C(F)(F)CC(F)(F)(F))CC1)CC0,,ok,ok,mmff,-9.18356,6.6,11.01889709,7.706377756
de_cp_0667,de_cp_0667.xyz,CCCCCC0CCC(C1CCC(\C=C\C(F)(F)(F))CC1)CC0,,ok,ok,mmff,33.96629,7.9,7.460803389,
de_cp_0668,de_cp_0668.xyz,CCCCCC0CCC(C1CCC(\C=C\S(F)(F)(F)(F)(F))CC1)CC0,,ok,ok,uff,26.810212,9.9,,
de_cp_0669,de_cp_0669.xyz,CCCC0CCC(C1CCC(=C\S(F)(F)(F)(F)(F))CC1)CC0,,ok,ok,uff,23.940002,6.3,,
de_cp_0670,de_cp_0670.xyz,CCCCCC0CCC(C1CCC(=C\S(F)(F)(F)(F)(F))CC1)CC0,,ok,ok,uff,27.683088,5.8,,9.002728909
de_cp_0671,de_cp_0671.xyz,CCCC0CCC(C1CCC(CCC2CC\C(=C\S(F)(F)(F)(F)(F))CC2)CC1)CC0,,ok,ok,uff,42.888354,4.3,,4.043890311
de_cp_0672,de_cp_0672.xyz,CCCC0CCC(C1CCC(=C\C(F)(F)(F))CC1)CC0,,ok,ok,mmff,30.853872,3.4,3.604681429,1.179345622
de_cp_0673,de_cp_0673.xyz,CCCC0(F)COC(C1CCC(CCC)CC1)OC0,,ok,ok,mmff,30.089418,-4.7,-0.450850059,-0.209529591
de_cp_0674,de_cp_0674.xyz,CCCCCC0CCC(C1CCC(F)(CCCCC)CC1)CC0,,ok,ok,mmff,27.001275,-2.5,-0.372878285,26.08478072
de_cp_0675,de_cp_0675.xyz,CCCC0CCC(C1CCC(c2ccc(C#N)cc2)CC1)CC0,,ok,ok,mmff,55.089504,14.8,12.1948475,42.47333341
de_cp_0676,de_cp_0676.xyz,CCCCCc0ccc(C(=O)Oc1ccc(C#N)cc1)cc0,,ok,ok,mmff,77.958454,40.1,28.70833865,55.00101358
de_cp_0677,de_cp_0677.xyz,CCCCCc0ccc(C(=O)Oc1ccc(C#N)c(F)c1)cc0,,ok,ok,mmff,65.757927,41,40.7610336,59.36918167
de_cp_0678,de_cp_0678.xyz,CCCCCc0ccc(C(=O)Oc1cc(F)c(C#N)c(F)c1)cc0,,ok,ok,mmff,45.88377,61,41.96973549,0.661044258
de_cp_0679,de_cp_0679.xyz,CCCCCc0c(F)c(F)c(c1ccc(c2c(F)c(F)c(CCCCC)cc2)cc1)cc0,,ok,ok,mmff,85.632954,-4.3,0.536133874,0.313151706
de_cp_0680,de_cp_0680.xyz,Cc0ccc(c1c(F)c(F)c(c2c(F)c(F)c(CCCC)cc2)cc1)cc0,,ok,ok,mmff,86.691574,-5.5,-0.237546945,-0.158988666
de_cp_0681,de_cp_0681.xyz,CCCCc0c(F)c(F)c(c1c(F)c(F)c(c2c(F)c(F)c(CCCC)cc2)cc1)cc0,,ok,ok,mmff,94.158032,-7.2,0.373968859,-2.13797345
de_cp_0682,de_cp_0682.xyz,CCCCCC0C(F)(F)CC(C1CCC(c2c(F)c(F)c(C)cc2)CC1)CC0,,ok,ok,mmff,59.988944,-4.6,-4.521505848,1.294509001
de_cp_0683,de_cp_0683.xyz,CCCC0CCC(C1CCC(C2C(F)(F)C2)CC1)CC0,,ok,ok,mmff,16.745085,-0.5,0.692624456,-1.134004608
de_cp_0684,de_cp_0684.xyz,CCCC0CCC(C1CCC(C2(F)C(F)(F)C2)CC1)CC0,,ok,ok,mmff,22.662488,-0.2,-0.975358198,5.882934459
de_cp_0685,de_cp_0685.xyz,CCCC0CCC(C1CCC(OC2C(F)(F)C2)CC1)CC0,,ok,ok,mmff,29.761856,1.3,0.220269088,-1.206774987
de_cp_0686,de_cp_0686.xyz,[C@]2(F)(F)C1(CCC([C@@H]0CCC(CCC)CC0)CC1)C2,,ok,ok,mmff,15.752483,4.8,-1.589792349,-1.206774987
de_cp_0687,de_cp_0687.xyz,[C@@]2(F)(F)C1(CCC([C@@H]0CCC(CCC)CC0)CC1)C2,,ok,ok,mmff,15.752483,4.3,-1.589792349,-0.203878922
de_cp_0688,de_cp_0688.xyz,CCCC0CCC(c1ccc(C2C(F)CCCC2)cc1)CC0,,ok,ok,mmff,46.036699,-1.2,-0.289444584,-0.662838552
de_cp_0689,de_cp_0689.xyz,CCCc0ccc(c1ccc(C2C(F)(F)C(F)(F)C(CC)=CC=2)cc1)cc0,,ok,ok,mmff,130.648989,-6.2,-2.583439178,-2.150193916
de_cp_0690,de_cp_0690.xyz,CCCc0ccc(c1ccc(C2C(F)(F)C(F)(F)C(CC)CC2)cc1)cc0,,ok,ok,mmff,106.754175,-7.9,-3.196309633,-1.293595065
de_cp_0691,de_cp_0691.xyz,CCCC0CCC(c1ccc(C2C(F)(F)C(F)(F)C(CC)=CC=2)cc1)CC0,,ok,ok,mmff,119.549861,-7.3,-3.20597237,-2.108281069
de_cp_0692,de_cp_0692.xyz,CCCC0CCC(c1ccc(C2C(F)(F)C(F)(F)C(CC)CC2)cc1)CC0,,ok,ok,mmff,95.290698,-9.4,-3.085310643,3.274966914
de_cp_0693,de_cp_0693.xyz,CCCC0CCC(C1CCC(c2ccc(F)cc2)CC1)CC0,,ok,ok,mmff,38.881167,3,2.755814657,-1.583263431
de_cp_0694,de_cp_0694.xyz,CCCCCC0CCC(c1ccc(c2c(F)c(F)c(OCCCCCCCC)cc2)cc1)CC0,,ok,ok,mmff,78.397965,-4.5,-1.368559478,0.111035254
de_cp_0695,de_cp_0695.xyz,CCCCCC0CCC(c1ccc(c2c(F)c(F)c(CCCCC)cc2)cc1)CC0,,ok,ok,mmff,65.778919,-2.2,-0.76398496,-1.127661456
de_cp_0696,de_cp_0696.xyz,CCCCCC0CCC(c1c(F)c(F)c(c2ccc(OCCCCCCCC)cc2)cc1)CC0,,ok,ok,mmff,66.711723,-2.5,-2.40093386,-0.642133206
de_cp_0697,de_cp_0697.xyz,CCCCCC0CCC(c1c(F)c(F)c(c2ccc(CCCCC)cc2)cc1)CC0,,ok,ok,mmff,65.041854,-2.2,-1.210649107,-5.935478287
de_cp_0698,de_cp_0698.xyz,CCCCCc0ccc(c2ccc(c3c(F)c(C#N)c(OCCCCCCCC)cc3)cc2)cc0,,ok,ok,mmff,75.405214,-9.5,-5.308135216,-1.893145355
de_cp_0699,de_cp_0699.xyz,CCCCCc0ccc(c2c(C#N)c(F)c(c3ccc(OCCCCCCCC)cc3)cc2)cc0,,ok,ok,mmff,69.351501,-5,-1.672904569,-5.777025797
de_cp_0700,de_cp_0700.xyz,CCCCCc0c(F)c(C#N)c(c2ccc(c3ccc(OCCCCCCCC)cc3)cc2)cc0,,ok,ok,mmff,66.337671,-6,-5.912596773,1.056079476
de_cp_0701,de_cp_0701.xyz,CCCCCc0c(F)c(F)c(c2ccc(c3ccc(OCCCCCCCC)cc3)cc2)cc0,,ok,ok,mmff,75.164588,-2.1,-0.727665735,0.258725337
de_cp_0702,de_cp_0702.xyz,CCCCCCCCOc0c(F)c(F)c(c2ccc(c3ccc(CCCCCCC)cc3)cc2)cc0,,ok,ok,mmff,85.887155,-4.2,0.004679455,-0.081340243
de_cp_0703,de_cp_0703.xyz,CCCCCCCc0c(F)c(F)c(c2ccc(c3ccc(CCCCC)cc3)cc2)cc0,,ok,ok,mmff,75.392903,-2,-0.79599038,-0.975308406
de_cp_0704,de_cp_0704.xyz,CCCCCc0ccc(c2c(F)c(F)c(c3ccc(OCCCCCCCC)cc3)cc2)cc0,,ok,ok,mmff,78.679753,-2.1,-2.19490059,0.044374573
de_cp_0705,de_cp_0705.xyz,CCCCCCCc0ccc(c2c(F)c(F)c(c3ccc(CCCCCCCCC)cc3)cc2)cc0,,ok,ok,mmff,79.719893,-2,-0.562952061,0.884519767
de_cp_0706,de_cp_0706.xyz,CCCCCc0ccc(c1cc(F)c(c2c(F)c(F)c(OCCCC=C)cc2)cc1)cc0,,ok,ok,mmff,92.165975,-5,0.878730207,-1.635652782
de_cp_0707,de_cp_0707.xyz,CCCCCc0ccc(c1c(F)c(F)c(c2c(F)c(F)c(OCCCC=C)cc2)cc1)cc0,,ok,ok,mmff,103.664781,-8,0.506262956,0.769030304
de_cp_0708,de_cp_0708.xyz,CCCC0CCC(c1ccc(C(=O)Oc2ccc(CCCCC)cc2)cc1)CC0,,ok,ok,mmff,78.67362,0.6,1.893563245,-3.139859846
de_cp_0709,de_cp_0709.xyz,CCCC0CCC(c1ccc(C(=O)Oc2c(C#N)cc(CCCCC)cc2)cc1)CC0,,ok,ok,mmff,88.625474,-4,-0.134902144,-9.074267776
de_cp_0710,de_cp_0710.xyz,CCCC0CCC(c1ccc(C(=O)Oc2c(C#N)c(C#N)c(CCCCC)cc2)cc1)CC0,,ok,ok,mmff,82.713319,-20,-3.043471438,-4.489698368
de_cp_0711,de_cp_0711.xyz,CCCCCC0CCC(C1CCC(C#N)(CCC)CC1)CC0,,ok,ok,mmff,28.043942,-7.7,-2.763993415,-4.29296549
de_cp_0712,de_cp_0712.xyz,CCCCCc0ccc(C1CCC(C#N)(CCC)CC1)cc0,,ok,ok,mmff,38.881241,-4.7,-2.393141932,-3.441037049
de_cp_0713,de_cp_0713.xyz,CCCCCc2ccc(c0ccc(C1CCC(C#N)(CCC)CC1)cc0)cc2,,ok,ok,mmff,61.816149,-4.7,-1.784603109,0.007686898
de_cp_0714,de_cp_0714.xyz,CCCc0ccc(c1c(F)c(F)c(c2ccc(CCC)cc2)cc1)cc0,,ok,ok,mmff,78.419372,-1.7,-1.048890125,-0.093799903
de_cp_0715,de_cp_0715.xyz,CCCc0ccc(c1ccc(c2c(F)c(F)c(CCC)cc2)cc1)cc0,,ok,ok,mmff,75.237628,-1.9,-1.077013895,0.96384498
de_cp_0716,de_cp_0716.xyz,CCCC0CCC(C1CCC(CCc2c(F)c(F)ccc2)CC1)CC0,,ok,ok,mmff,54.699561,-1.3,1.464329269,-0.008367805
de_cp_0717,de_cp_0717.xyz,CCCC0CCC(C1CCC(CCc2c(F)c(F)c(OCC)cc2)CC1)CC0,,ok,ok,mmff,65.925095,-3.7,0.070760006,-1.757764258
de_cp_0718,de_cp_0718.xyz,CCCC0CCC(C1CCC(COc2c(F)c(F)c(CCCCC)cc2)CC1)CC0,,ok,ok,mmff,61.002468,-3.4,-2.864021375,0.140079032
de_cp_0719,de_cp_0719.xyz,CCCCCC0CCC(C(=O)Oc1ccc(OCC)cc1)CC0,,ok,ok,mmff,35.344916,-1.2,0.554605538,-0.069194312
de_cp_0720,de_cp_0720.xyz,CCCCCC0CCC(C(=O)Oc1cc(F)c(OCC)cc1)CC0,,ok,ok,mmff,43.248703,-1.9,2.582307635,-3.876728708
de_cp_0721,de_cp_0721.xyz,CCCCCC0CCC(C(=O)Oc1c(F)c(F)c(OCC)cc1)CC0,,ok,ok,mmff,54.557641,-4.6,-1.550184074,0.326454506
de_cp_0722,de_cp_0722.xyz,CCCCCC0CCC(C(=O)Oc1c(F)cc(CCCCC)cc1)CC0,,ok,ok,mmff,37.558354,-0.9,0.02265454,-1.270683407
de_cp_0723,de_cp_0723.xyz,CCCCCC0CCC(C(=O)Oc1c(F)c(F)c(CCCCC)cc1)CC0,,ok,ok,mmff,43.205359,-2.1,0.367506883,1.403939676
de_cp_0724,de_cp_0724.xyz,CCCCCc0ccc(C#Cc1ccc(OCC)cc1)cc0,,ok,ok,mmff,33.55375,0.2,0.271937444,-2.386002249
de_cp_0725,de_cp_0725.xyz,CCCCCc0ccc(C#Cc1c(F)c(F)c(OCC)cc1)cc0,,ok,ok,mmff,53.963576,-4.4,-4.568929681,1.474275652
de_cp_0726,de_cp_0726.xyz,CCCC2CCC(c0ccc(C#Cc1ccc(OCC)cc1)cc0)CC2,,ok,ok,mmff,45.095994,0,0.597996688,-1.401766658
de_cp_0727,de_cp_0727.xyz,CCCC2CCC(c0ccc(C#Cc1c(F)c(F)c(OCC)cc1)cc0)CC2,,ok,ok,mmff,65.46784,-4.1,-3.70556998,1.240566604
de_cp_0728,de_cp_0728.xyz,CCCCCCCCOc0ccc(C(=O)Oc1ccc(OCCCCCCCC)cc1)cc0,,ok,ok,mmff,66.416834,-2.7,1.711440707,0.17394292
de_cp_0729,de_cp_0729.xyz,CCCCCCCCOc0c(F)c(F)c(C(=O)Oc1ccc(OCCCCCCCC)cc1)cc0,,ok,ok,mmff,69.397467,0.4,-0.14855638,-0.638037491
de_cp_0730,de_cp_0730.xyz,CCCCCCCCOc0ccc(C(=O)Oc1c(F)c(F)c(OCCCCCCCC)cc1)cc0,,ok,ok,mmff,86.242983,-2.7,-1.625049457,-1.760461907
de_cp_0731,de_cp_0731.xyz,CCCCCCCCOc0ccc(C(=O)OC1CCC(C2CCC(CCCCC)CC2)CC1)cc0,,ok,ok,mmff,54.513989,-0.8,-1.884476664,1.269111397
de_cp_0732,de_cp_0732.xyz,CCCCCCCCOc0c(F)c(F)c(C(=O)OC1CCC(C2CCC(CCCCC)CC2)CC1)cc0,,ok,ok,mmff,59.536644,-2.1,1.380989273,0.209951094
de_cp_0733,de_cp_0733.xyz,CCCCCc3ccc(OC(=O)C12CCC(CCCCC)(CC1)CC2)cc3,,ok,ok,mmff,61.579596,-0.6,0.639670921,-0.508417551
de_cp_0734,de_cp_0734.xyz,CCCCCc3ccc(OC(=O)C12CCC(CCCCC)(CC1)CC2)c(F)c3,,ok,ok,mmff,65.670622,-1.1,0.011968285,-2.281982188
de_cp_0735,de_cp_0735.xyz,CCCCCc3ccc(OC(=O)C12CCC(CCCCC)(CC1)CC2)c(C#N)c3,,ok,ok,mmff,72.269405,-2,-0.764870396,-11.16725
de_cp_0736,de_cp_0736.xyz,CCCCCc3ccc(OC(=O)C12CCC(CCCCC)(CC1)CC2)c(C#N)c(C#N)3,,ok,ok,mmff,66.692361,-12,-3.951989641,-2.167511801
de_cp_0737,de_cp_0737.xyz,CCCCCc3ccc(OC(=O)c2ccc(C1CCC(CCCCC)CC1)cc2)c(C#N)c3,,ok,ok,mmff,90.519824,-3.8,-0.179152784,-17.53652246
de_cp_0738,de_cp_0738.xyz,CCCCOc3ccc(OC(=O)c2ccc(C1CCC(CCCCC)CC1)cc2)c(C#N)c3C#N,,ok,ok,mmff,83.606504,-19,-8.651371844,-10.34420628
de_cp_0739,de_cp_0739.xyz,CCCCCc3ccc(OC(=O)c2ccc(C1CCC(CCCCC)CC1)cc2)c(C#N)c3C#N,,ok,ok,mmff,83.760405,-11.5,-1.905491096,-0.206369878
de_cp_0740,de_cp_0740.xyz,CCCCCC0CCC(c1nnc(OCC)cc1)CC0,,ok,ok,mmff,26.515433,-6,-0.480297847,-4.285334263
de_cp_0741,de_cp_0741.xyz,CCCCCC2CCC(C1CCC(C#N)(CCCCC)CC1)CC2,,ok,ok,mmff,32.051678,-8,-2.582983305,-2.452347596
de_cp_0742,de_cp_0742.xyz,CCCCCC3CCC(c2ccc(c1ccc(OCC)c(F)c1F)cc2)CC3,,ok,ok,mmff,75.359317,-4.1,-3.222528691,-3.594232404
de_cp_0743,de_cp_0743.xyz,CCCCCC3CCC(c2ccc(c1ccc(OCC)c(F)n1)cc2)CC3,,ok,ok,mmff,76.521872,-5,-5.036690952,-1.544675382
de_cp_0744,de_cp_0744.xyz,CCCC3CCC(C2CCC(CCc1ccc(OCC)c(F)c1F)CC2)CC3,,ok,ok,mmff,63.366334,-3.7,-0.945134786,0.021624969
de_cp_0745,de_cp_0745.xyz,CCCC3CCC(C2CCC(COc1ccc(OCC)c(F)c1F)CC2)CC3,,ok,ok,mmff,73.300797,-6,-2.814906575,-1.049467287
de_cp_0746,de_cp_0746.xyz,CCCCCC3CCC(C2CCC(c1ccc(OCC)c(F)c1F)CC2)CC3,,ok,ok,mmff,64.058612,-4.4,-2.448030223,-2.159002362
de_cp_0747,de_cp_0747.xyz,CCCC3CCC(C2CCC(C(=O)Oc1ccc(OCC)c(F)c1F)CC2)CC3,,ok,ok,mmff,68.086174,-4.1,-1.653353874,-3.272809862
de_cp_0748,de_cp_0748.xyz,CCCC3CCC(C2CCC(CCCOc1ccc(OCC)c(F)c1F)CC2)CC3,,ok,ok,mmff,75.2003,-5.1,-3.443825895,82.25252535
de_cp_0749,de_cp_0749.xyz,CCOc2ccc(/C=N/c1ccc(C#N)cc1)cc2,,ok,ok,mmff,52.133309,14,33.11030346,53.77473244
de_cp_0750,de_cp_0750.xyz,CCCCCc2ccc(c1ccc(C#N)nc1)cc2,,ok,ok,mmff,75.644688,9.4,30.78033237,60.60152823
de_cp_0751,de_cp_0751.xyz,CCCCCc2cnc(c1ccc(C#N)cc1)nc2,,ok,ok,mmff,35.889547,21,33.35120327,24.69868039
de_cp_0752,de_cp_0752.xyz,CCCCCc2ccc(c1ncc(C#N)cn1)cc2,,ok,ok,mmff,31.603485,3.4,9.276016892,30.1009661
de_cp_0753,de_cp_0753.xyz,CCCCCCCc0ccc(C(=O)Oc1ccc(C#N)cc(F)1)cc0,,ok,ok,mmff,74.40059,9.8,18.0477157,0.888434237
de_cp_0754,de_cp_0754.xyz,CCCCCC3CCC(CCc2ccc(c1ccccc1)cc2)CC3,,ok,ok,mmff,53.054925,0,0.498420677,3.666215372
de_cp_0755,de_cp_0755.xyz,CCCCCC3CCC(CCc2ccc(c1ccc(F)cc1)cc2)CC3,,ok,ok,mmff,48.969185,4.9,3.003112723,4.691789891
de_cp_0756,de_cp_0756.xyz,CCCCCC3CCC(CCc2ccc(c1ccc(Cl)cc1)cc2)CC3,,ok,ok,mmff,51.073899,7.5,2.163812387,4.706193435
de_cp_0757,de_cp_0757.xyz,CCCCCC3CCC(CCc2ccc(c1ccc(Br)cc1)cc2)CC3,,ok,ok,mmff,51.904782,7.6,2.363361221,19.58189153
de_cp_0758,de_cp_0758.xyz,CCCCCC3CCC(CCc2ccc(c1ccc(C#N)cc1)cc2)CC3,,ok,ok,mmff,66.549299,13,9.435338677,0.94943577
de_cp_0759,de_cp_0759.xyz,CCCCCC3CCC(c2ccc(c1ccccc1)cc2)CC3,,ok,ok,mmff,52.190926,0,0.541609437,0.664511234
de_cp_0760,de_cp_0760.xyz,CCCCCC3CCC(c2ccc(c1ccc(C)cc1)cc2)CC3,,ok,ok,mmff,54.259777,0,0.48912356,3.834024052
de_cp_0761,de_cp_0761.xyz,CCCCCC3CCC(c2ccc(c1ccc(F)cc1)cc2)CC3,,ok,ok,mmff,49.062749,7.3,3.157454956,5.534394977
de_cp_0762,de_cp_0762.xyz,CCCCCC3CCC(c2ccc(c1ccc(OC(F)(F)(F))cc1)cc2)CC3,,ok,ok,mmff,56.897062,9,6.444244383,5.714793523
de_cp_0763,de_cp_0763.xyz,CCCCCC3CCC(c2ccc(c1ccc(OC(F)(F))cc1)cc2)CC3,,ok,ok,mmff,55.373357,9,4.064416511,10.75131285
de_cp_0764,de_cp_0764.xyz,CCCCCC3CCC(c2ccc(c1ccc(C(F)(F)(F))cc1)cc2)CC3,,ok,ok,mmff,77.986524,13,11.46088705,30.18597285
de_cp_0765,de_cp_0765.xyz,CCCCCC3CCC(c2ccc(c1ccc(C#N)cc1)cc2)CC3,,ok,ok,mmff,64.281479,11,13.86287785,27.73655111
de_cp_0766,de_cp_0766.xyz,CCCCCC3CCC(c2ccc(c1ccc(S(=O)(=O)(F))cc1)cc2)CC3,,ok,ok,mmff,83.402066,27.1,23.32613412,4.022547414
de_cp_0767,de_cp_0767.xyz,CCCC3CCC(c2ccc(c1ccc(F)cc1)cc2)CC3,,ok,ok,mmff,48.695115,7.3,3.588504093,6.434623287
de_cp_0768,de_cp_0768.xyz,CCCC3CCC(c2ccc(c1ccc(F)c(F)c1)cc2)CC3,,ok,ok,mmff,53.597043,9.3,6.376132055,11.26579841
de_cp_0769,de_cp_0769.xyz,CCCC3CCC(c2ccc(c1cc(F)c(F)c(F)c1)cc2)CC3,,ok,ok,mmff,50.743747,12.6,12.45824545,12.81736267
de_cp_0770,de_cp_0770.xyz,CCCC3CCC(c2ccc(c1cc(F)c(F)c(F)c1)c(F)c2)CC3,,ok,ok,mmff,55.640898,15.2,14.2457519,15.9614513
de_cp_0771,de_cp_0771.xyz,CCCC3CCC(c2cc(F)c(c1cc(F)c(F)c(F)c1)c(F)c2)CC3,,ok,ok,mmff,54.703395,20.5,18.85242806,6.432677387
de_cp_0772,de_cp_0772.xyz,C/C=C/C3CCC(c2ccc(c1ccc(F)c(F)c1)cc2)CC3,,ok,ok,mmff,60.938309,3.2,6.788839643,8.879842172
de_cp_0773,de_cp_0773.xyz,CCCC3CCC(c2ccc(c1cc(F)c(OCC(F)(F)F)c(F)c1)cc2)CC3,,ok,ok,mmff,94.612636,12.2,10.21514397,10.75856477
de_cp_0774,de_cp_0774.xyz,CCCC3CCC(c2ccc(c1cc(F)c(O/C=C(F)/F)c(F)c1)cc2)CC3,,ok,ok,mmff,60.921689,12.5,13.83523617,22.57768588
de_cp_0775,de_cp_0775.xyz,CCCC3CCC(c2ccc(c1cnc(F)nc1)cc2)CC3,,ok,ok,mmff,32.776053,17.7,18.8590804,18.10085488
de_cp_0776,de_cp_0776.xyz,C/C=C/C3COC(c2cc(F)c(C#Cc1ccc(F)c(F)c1)c(F)c2)OC3,,ok,ok,mmff,43.229727,20.8,24.23987232,14.21952475
de_cp_0777,de_cp_0777.xyz,CCCC3CCC(c2ccc(C(F)(F)Oc1cc(F)c(F)c(F)c1)cc2)CC3,,ok,ok,mmff,73.363319,10.2,19.23894176,30.09914015
de_cp_0778,de_cp_0778.xyz,CCC/C=C/C2CCC(c1ccc(C#N)cc1)CC2,,ok,ok,mmff,47.824813,13.03,14.86479938,30.22143749
de_cp_0779,de_cp_0779.xyz,C/C=C/CCC2CCC(c1ccc(C#N)cc1)CC2,,ok,ok,mmff,50.516143,13.13,14.69661595,30.84339007
de_cp_0780,de_cp_0780.xyz,CCCCCc0ccc(c1cc(F)c(C#Cc2cc(F)c(C(F)(F)Oc3cc(F)c(F)c(F)c3)c(F)c2)cc1)cc0,,ok,ok,mmff,41.374836,39.5,38.48640443,34.50097798
